games_played_with_card_in_deck,rank_category,dbf_id,card_name
527666,GrindTo10,41145,Sunkeeper Tarim
533315,GrindTo5,679,Divine Favor
299595,GrindTo5,38227,Vilefin Inquisitor
56761,GrindToLegend,1117,SI:7 Agent
59444,Rank5,42804,Shadow Essence
23645,GrindTo15,43424,Deck of Wonders
68843,GrindTo5,836,Wrath
143188,Rank15,42665,Leeching Poison
68016,GrindTo5,43284,Ironwood Golem
47621,GrindTo15,41173,Crystalline Oracle
15598,Rank5,41094,Living Mana
252373,GrindTo15,42574,Shadow Ascendant
2258,Legend,43025,Crypt Lord
25507,Legend,306,Edwin VanCleef
4826,Legend,648,Stonetusk Boar
24516,GrindTo10,1365,Holy Fire
713400,GrindTo10,43272,Lesser Amethyst Spellstone
288997,GrindToLegend,859,Twisting Nether
24333,GrindTo5,1008,Flametongue Totem
162505,Rank5,1087,Pyroblast
4550,Rank15,281,Argent Commander
33915,GrindTo5,40416,Kun the Forgotten King
7999,GrindTo5,45520,Cheat Death
40927,Rank5,38318,Fandral Staghelm
5004,GrindTo10,38774,Possessed Villager
69797,Rank5,40391,Crystalweaver
7244,Rank15,38578,Shadow Strike
137495,GrindTo10,1064,Blade Flurry
69473,Legend,1092,Mortal Coil
42585,GrindTo10,734,Mind Control Tech
83220,Rank10,1090,Flame Imp
61971,GrindTo5,38825,Southsea Squidface
19643,Rank10,42773,Acherus Veteran
406818,GrindTo5,42784,Skulking Geist
50969,Rank10,40797,Jade Behemoth
247881,GrindTo5,42818,The Lich King
15089,Rank5,1281,Scavenging Hyena
2715,GrindToLegend,42791,Nerubian Unraveler
7857,Rank5,596,Armorsmith
72927,GrindToLegend,43417,Malfurion the Pestilent
14373,GrindTo10,1029,Violet Teacher
34301,Legend,437,Animal Companion
3391,Rank15,39465,Moat Lurker
51491,GrindTo10,785,Execute
20575,GrindTo5,41928,Blazecaller
925,Legend,46495,Gilded Gargoyle
20590,Legend,77,Polymorph
64522,GrindTo5,42801,Doomerang
3915,Rank5,41208,Razorpetal Lasher
6968,GrindTo15,311,Gladiator's Longbow
82871,GrindTo10,456,Captain Greenskin
6161,GrindTo15,68,Stranglethorn Tiger
911,GrindTo15,41415,Sabretooth Stalker
9720,Rank15,43133,Hooked Reaver
64983,Legend,41243,Stonehill Defender
1470,GrindTo15,38407,Shatter
22784,Rank5,41414,Sleep with the Fishes
2715,Rank15,38408,Evolved Kobold
10100,Rank10,41222,The Caverns Below
1285,GrindTo15,42781,Tomb Lurker
47043,Rank10,272,Cabal Shadow Priest
1635,GrindTo10,41407,Sudden Genesis
666,Rank5,43245,Abominable Bowman
23341,GrindTo5,42711,Bearshark
29266,Rank15,42439,Bone Drake
24957,Rank15,41928,Blazecaller
5667,GrindTo5,41401,Iron Hide
1454,Rank15,608,Shattered Sun Cleric
6528,GrindTo15,759,Sunwalker
9437,Rank5,38530,Ravaging Ghoul
1280,GrindToLegend,38876,Shadowcaster
1650,GrindToLegend,42652,Play Dead
6760,Rank5,45594,Cursed Disciple
5655,Legend,45945,Greedy Sprite
7046,Rank5,338,Grommash Hellscream
3095,GrindTo5,40839,I Know a Guy
2395,Rank5,43322,Crushing Hand
1963,Rank15,440,Abomination
22277,Rank10,233,Naturalize
421,Rank10,860,Sense Demons
121,GrindTo10,40988,Cryomancer
2341,GrindTo10,42785,Shallow Gravedigger
1416,GrindTo10,250,Hammer of Wrath
3606,GrindTo15,38918,Blood To Ichor
739,Rank5,43064,Blood-Queen Lana'thel
2162,Rank15,1371,Stampeding Kodo
1788,Rank10,767,Earth Shock
2633,GrindTo15,1135,Lorewalker Cho
2810,GrindTo15,38913,A Light in the Darkness
4384,GrindTo15,41420,Molten Blade
937,GrindToLegend,45988,Marin the Fox
1073,Rank15,38454,Forbidden Ritual
3219,Rank15,41107,Fire Plume Harbinger
8393,GrindTo10,41151,Flame Geyser
5790,Rank15,46589,King Togwaggle
1801,Rank15,38461,Renounce Darkness
17473,GrindTo10,43469,Corrosive Sludge
380,GrindTo10,383,Light's Justice
667,GrindTo15,38413,Forbidden Flame
7514,Rank10,46077,Woecleaver
2526,Rank10,38334,Feral Rage
4945,Rank10,41130,Dinosize
4852,Rank10,38447,Darkshire Librarian
5910,Rank5,40905,"Shaku, the Collector"
1836,Rank15,186,Ancient Brewmaster
2760,GrindTo10,41242,Giant Mastodon
669,Rank15,538,Arathi Weaponsmith
1197,Rank15,145,Mindgames
2359,GrindTo5,46589,King Togwaggle
708,Rank10,239,Rockbiter Weapon
49325,Rank10,45877,Level Up!
3621,GrindTo5,38795,Doomcaller
1846,Rank10,41318,Stubborn Gastropod
2481,GrindTo10,36,Cenarius
11839,Rank5,43505,Bring It On!
833,GrindTo5,641,Young Dragonhawk
1462,GrindTo5,41218,"Sherazin, Corpse Flower"
374,GrindTo15,40344,Hozen Healer
496,GrindTo10,42320,Exploding Bloatbat
140092,GrindTo15,40889,Naga Corsair
279806,Rank15,41496,Primordial Glyph
28397,GrindTo15,189,Fire Elemental
148527,Rank15,1189,Silence
293918,GrindToLegend,138,Doomsayer
495805,GrindTo5,41496,Primordial Glyph
23477,GrindTo15,40469,Grimestreet Enforcer
40303,GrindTo10,1171,Bloodlust
9058,GrindTo15,242,Abusive Sergeant
368041,GrindTo10,42818,The Lich King
217532,GrindTo10,38312,"Y'Shaarj, Rage Unbound"
239322,GrindTo15,40372,Jade Idol
147029,Rank15,437,Animal Companion
248080,GrindTo10,1367,Shadow Word: Pain
585548,GrindTo10,42784,Skulking Geist
57506,GrindTo10,42711,Bearshark
339754,GrindTo15,38496,"N'Zoth, the Corruptor"
162050,Rank15,1363,Shadow Word: Death
33915,GrindTo15,814,Snipe
4687,GrindTo15,41327,Stormwatcher
206442,GrindTo10,43363,Lesser Emerald Spellstone
220529,GrindTo10,39740,Malchezaar's Imp
197059,GrindTo15,43112,Psychic Scream
18901,Rank5,545,Mind Blast
195214,Rank10,113,Counterspell
394385,GrindTo5,46460,Twilight Acolyte
467452,GrindTo5,662,Frostbolt
345283,Rank15,631,Doomguard
115116,Rank5,749,Bloodmage Thalnos
38797,Rank5,1362,Circle of Healing
191911,GrindTo5,437,Animal Companion
68113,GrindTo15,46007,Drygulch Jailor
5681,Rank15,42765,Snowfury Giant
108286,GrindTo10,268,Cold Blood
251240,GrindToLegend,43426,Aluneth
273529,GrindTo10,1158,Preparation
63604,GrindTo10,503,Power of the Wild
94912,GrindTo5,43288,Lesser Jasper Spellstone
106365,Rank15,43288,Lesser Jasper Spellstone
243869,Rank15,46551,Spiteful Summoner
46085,GrindTo10,41414,Sleep with the Fishes
66151,Rank5,41111,Glacial Shard
18329,GrindTo15,41241,Tol'vir Stoneshaper
234146,Rank10,40378,Drakonid Operative
10272,Rank15,46495,Gilded Gargoyle
25017,Legend,1117,SI:7 Agent
53077,Rank5,42790,Bonemare
143387,Rank10,1087,Pyroblast
52271,GrindToLegend,40523,Jade Blossom
20595,Legend,43228,Fal'dorei Strider
136520,Rank10,365,Shadowstep
237419,GrindTo10,943,Blessing of Kings
142131,GrindTo10,40391,Crystalweaver
7161,GrindTo15,40906,Second-Rate Bruiser
182466,GrindTo10,196,Vanish
10712,Legend,41263,Bittertide Hydra
9518,GrindTo15,38784,Infested Tauren
34541,Rank15,42651,Druid of the Swarm
1605,GrindTo15,40281,Red Mana Wyrm
112737,Rank15,41139,Hydrologist
42445,Legend,41912,Lost in the Jungle
95603,Rank15,475,Murloc Tidecaller
36311,GrindToLegend,45707,Dire Mole
27067,GrindTo5,43025,Crypt Lord
352975,Rank15,46056,Voidlord
3486,Legend,42651,Druid of the Swarm
13629,GrindToLegend,742,Savage Roar
27019,Rank10,40397,Mark of the Lotus
26944,Rank5,41358,Crackling Razormaw
48357,Legend,559,Leeroy Jenkins
19227,GrindTo15,1019,Dread Infernal
24585,Rank15,41162,Pyros
72560,Legend,475,Murloc Tidecaller
26470,GrindTo15,38882,Dark Arakkoa
102066,Rank15,41289,Spiritsinger Umbra
8119,GrindTo15,45936,Kobold Illusionist
19082,Rank5,39698,Swashburglar
525903,GrindTo5,46056,Voidlord
48840,GrindTo10,455,Snake Trap
4850,Legend,40426,Alleycat
159401,GrindTo10,376,Inner Fire
129932,GrindTo5,1243,Unleash the Hounds
42277,Rank10,41683,Gluttonous Ooze
5808,GrindTo10,289,Wolfrider
74519,Legend,859,Twisting Nether
2875,Rank15,592,Succubus
99804,Rank15,38792,Eater of Secrets
74580,GrindTo10,801,Crazed Alchemist
4443,Rank5,45859,"Ixlid, Fungal Lord"
7130,Rank15,630,Sprint
35215,Rank15,39210,Book Wyrm
193329,GrindTo5,38792,Eater of Secrets
53984,Rank10,45269,Raven Familiar
1043,Rank10,41242,Giant Mastodon
15002,GrindTo15,41096,Bright-Eyed Scout
236654,GrindToLegend,46040,"Rin, the First Disciple"
7128,GrindTo10,40957,Blastcrystal Potion
9255,Rank15,42633,Archbishop Benedictus
14746,Rank5,42718,Ghastly Conjurer
2465,Legend,420,Cairne Bloodhoof
13164,Legend,41935,Elise the Trailblazer
17808,GrindToLegend,734,Mind Control Tech
8384,GrindTo10,38795,Doomcaller
2043,Rank15,38770,DOOM!
10720,Rank10,46449,Master Oakheart
315,GrindTo15,40441,Lotus Assassin
7247,Rank10,41259,Devilsaur Egg
3194,Rank5,147,Shadowflame
15353,GrindTo5,42011,Hallucination
24204,GrindTo10,46031,Drywhisker Armorer
3685,Rank10,818,Far Sight
27244,Rank10,42700,Blood Razor
8954,Legend,46499,Dragoncaller Alanna
3770,Rank15,211,Sea Giant
1941,Rank15,38864,Twilight Geomancer
35316,GrindToLegend,46403,Zola the Gorgon
10350,GrindToLegend,546,Shield Slam
1907,GrindTo15,40615,Lunar Visions
2479,Rank15,46079,Kobold Monk
8690,Rank5,38439,Embrace the Shadow
5256,GrindToLegend,41406,Cornered Sentry
55773,GrindTo5,40694,Devolve
1956,GrindTo15,783,Pit Lord
250,Rank10,45777,Sacred Maul
617,Rank15,43465,Ebon Dragonsmith
16803,GrindTo10,45287,Silver Vanguard
3315,GrindTo5,40371,Smuggler's Run
1485,Rank10,39008,Master of Evolution
487,GrindTo5,1109,Injured Blademaster
5322,Rank15,213,Mark of the Wild
5459,Legend,39225,The Curator
8975,Rank15,40371,Smuggler's Run
2684,GrindTo15,40701,Inkmaster Solia
1901,GrindTo15,291,Holy Light
1724,GrindTo15,39269,Menagerie Magician
4729,GrindTo10,42630,Rotface
3852,Rank15,40517,Felfire Potion
539,GrindTo15,42808,Ice Breaker
1675,Rank15,1109,Injured Blademaster
2686,GrindTo15,584,Noble Sacrifice
33890,GrindTo5,40605,Auctionmaster Beardo
1003,GrindTo10,39839,Zoobot
617,Rank15,969,Summoning Portal
644,Rank15,1658,Alarm-o-Bot
999,GrindTo10,40364,Public Defender
18820,Rank5,43506,Sindragosa
855,GrindTo5,282,Betrayal
791,Rank15,40617,Fight Promoter
4462,GrindTo5,42633,Archbishop Benedictus
1270,Rank5,864,Lava Burst
6295,GrindToLegend,41871,Corrupting Mist
1131,GrindTo10,41499,Unite the Murlocs
1313,GrindTo10,43064,Blood-Queen Lana'thel
125,GrindTo5,42775,Tuskarr Fisherman
54784,Rank5,1093,Deadly Shot
101,Rank15,46308,Diamond Spellstone
3813,GrindTo10,41868,The Last Kaleidosaur
1530,Rank10,38774,Possessed Villager
4616,GrindTo5,41353,Jeweled Macaw
147,GrindTo10,40691,Seadevil Stinger
5306,GrindTo15,41871,Corrupting Mist
413282,GrindTo15,315,Fireball
5841,GrindTo5,511,Upgrade!
29240,GrindTo15,28,Kor'kron Elite
81457,GrindTo15,766,Hex
47696,GrindTo15,40297,Volcanic Potion
53286,GrindTo15,41105,Primalfin Totem
93973,GrindTo10,40529,Jade Claws
24499,GrindToLegend,1080,Archmage Antonidas
263250,GrindToLegend,614,Sorcerer's Apprentice
318104,GrindToLegend,41153,Arcanologist
92437,GrindTo15,41864,Spikeridged Steed
60480,GrindTo15,272,Cabal Shadow Priest
12194,GrindTo15,1656,The Black Knight
204130,GrindTo15,43392,Valeera the Hollow
197578,GrindTo10,43398,Deathstalker Rexxar
104136,Rank10,475,Murloc Tidecaller
286188,GrindTo15,95,Nourish
97011,Rank10,1189,Silence
189565,Rank15,1100,Siphon Soul
123465,GrindTo10,40889,Naga Corsair
59061,Rank15,42046,Lyra the Sunshard
21564,GrindTo15,40636,Wickerflame Burnbristle
424700,GrindTo5,40432,Kabal Talonpriest
35387,Rank10,42992,Spirit Lash
11911,Rank15,45988,Marin the Fox
3866,GrindTo15,42763,Ice Fishing
104770,Rank10,1363,Shadow Word: Death
203421,GrindTo5,1662,Eaglehorn Bow
252733,GrindTo15,43426,Aluneth
89326,GrindTo15,46307,Lesser Diamond Spellstone
569662,GrindTo10,405,Mana Wyrm
39756,Rank10,1362,Circle of Healing
59500,GrindTo5,195,Mirror Entity
193816,Rank10,43407,Explosive Runes
32156,GrindTo15,1737,Ethereal Arcanist
101458,GrindToLegend,39740,Malchezaar's Imp
868957,GrindTo10,43415,Bloodreaver Gul'dan
188243,GrindTo15,1090,Flame Imp
5769,Legend,237,Auchenai Soulpriest
62429,Rank5,1014,Wild Pyromancer
43077,GrindTo15,46432,Murmuring Elemental
16178,GrindTo5,366,Spellbender
57786,Rank5,251,Loot Hoarder
35909,GrindTo15,46454,The Darkness
149028,GrindTo5,42759,Ultimate Infestation
63156,GrindTo15,233,Naturalize
4657,GrindToLegend,43463,Wax Elemental
170665,GrindTo10,43483,Arcane Tyrant
63065,Rank10,1243,Unleash the Hounds
18995,GrindTo15,46058,Gather Your Party
152206,GrindTo10,45828,Oaken Summons
56661,Rank10,43288,Lesser Jasper Spellstone
150730,Rank15,45930,Plated Beetle
179793,Rank10,46551,Spiteful Summoner
562442,GrindToLegend,43122,Kobold Librarian
43228,Rank10,587,Frost Nova
284309,GrindTo5,453,Coldlight Seer
25944,GrindTo5,510,Grimscale Oracle
73441,Rank10,47035,Kingsbane
11926,Rank15,366,Spellbender
19768,Rank10,42651,Druid of the Swarm
120815,Legend,38745,Rallying Blade
8302,GrindTo10,30,Thoughtsteal
34989,GrindTo5,38337,Mark of Y'Shaarj
57197,Legend,8,Mind Control
7385,Legend,39350,Enchanted Raven
215917,Legend,754,Spellbreaker
1791,GrindTo5,42754,Frozen Clone
53535,Rank15,42987,"Thrall, Deathseer"
104607,Rank5,42395,Saronite Chain Gang
1214,Legend,38914,N'Zoth's First Mate
65348,Legend,1361,Divine Spirit
232131,Rank15,46299,Skull of the Man'ari
240366,Rank5,1073,Knife Juggler
275174,GrindToLegend,38227,Vilefin Inquisitor
250950,Rank10,46056,Voidlord
527636,GrindTo5,950,Hellfire
7795,GrindTo15,41875,Chittering Tunneler
2267,GrindTo5,43028,Plague Scientist
263302,GrindTo5,993,Mountain Giant
330161,GrindTo5,45195,Carnivorous Cube
79203,Legend,46299,Skull of the Man'ari
66788,Rank10,41289,Spiritsinger Umbra
16886,Rank15,290,Ironbeak Owl
285070,GrindToLegend,42784,Skulking Geist
134763,Rank10,41567,Dirty Rat
1354,GrindToLegend,289,Wolfrider
14998,GrindToLegend,1008,Flametongue Totem
4610,GrindTo10,804,Mortal Strike
33331,GrindToLegend,836,Wrath
5533,Legend,609,Faerie Dragon
2640,GrindTo15,570,Tinkmaster Overspark
845,Rank15,43289,Jasper Spellstone
21863,GrindTo15,38334,Feral Rage
1317,Rank10,40517,Felfire Potion
13108,Legend,456,Captain Greenskin
8506,GrindTo10,41427,Fire Plume's Heart
13701,Rank10,42718,Ghastly Conjurer
25140,GrindToLegend,42801,Doomerang
50149,GrindTo5,42987,"Thrall, Deathseer"
5732,Rank15,606,Timber Wolf
4077,Rank15,42596,Acolyte of Agony
135900,Rank5,756,Equality
8114,GrindTo15,886,Lightspawn
1066,Legend,45321,Sanguine Reveler
3854,GrindTo5,42658,Drain Soul
18045,Rank10,41162,Pyros
10338,GrindTo10,45759,Unidentified Elixir
13706,Rank15,38868,Twilight Elder
13951,GrindTo15,41130,Dinosize
3977,GrindTo15,22,Inner Rage
3149,Rank15,39433,Runic Egg
2481,GrindTo15,39489,Avian Watcher
60758,GrindToLegend,77,Polymorph
6501,GrindTo15,43329,Kobold Hermit
9096,Rank10,38857,C'Thun
1647,Legend,38863,C'Thun's Chosen
42786,Legend,45930,Plated Beetle
5205,GrindTo5,46107,Twig of the World Tree
475,GrindToLegend,46296,Lesser Onyx Spellstone
1890,GrindTo10,994,Worgen Infiltrator
1286,GrindTo15,38875,Forlorn Stalker
3327,GrindTo15,38957,Midnight Drake
63746,GrindToLegend,1093,Deadly Shot
3760,GrindTo15,41363,Dinomancy
4674,GrindTo10,42822,Corpse Widow
5568,GrindTo10,43275,Amethyst Spellstone
2561,Rank10,42765,Snowfury Giant
5867,Rank5,42652,Play Dead
1546,Rank10,592,Succubus
2549,Rank10,38584,Fiery Bat
33696,Rank10,39210,Book Wyrm
1460,Rank15,40745,Defias Cleaner
7480,GrindTo15,41866,Primalfin Champion
835,GrindTo15,40607,"Genzo, the Shark"
294,GrindTo5,38270,Hammer of Twilight
4355,GrindTo15,40679,Smuggler's Crate
666,Rank15,38270,Hammer of Twilight
1048,GrindTo15,45308,Embrace Darkness
16821,Rank5,415,Youthful Brewmaster
4917,GrindToLegend,70,Blessing of Might
516,GrindTo15,40613,Leatherclad Hogleader
174,Rank10,43465,Ebon Dragonsmith
473,GrindTo10,40615,Lunar Visions
11121,GrindTo10,1651,Earthen Ring Farseer
2376,Rank15,41524,Volatile Elemental
10857,Rank10,847,Truesilver Champion
2948,GrindToLegend,147,Shadowflame
12739,GrindToLegend,755,Blood Knight
598,GrindTo10,512,Frost Elemental
782,Rank15,38961,Polluted Hoarder
515,GrindTo10,778,Harvest Golem
1877,GrindTo10,38764,Darkshire Alchemist
173,Rank10,42781,Tomb Lurker
1164,GrindTo10,1174,Avenging Wrath
2446,Rank10,213,Mark of the Wild
8907,GrindToLegend,629,Lightning Storm
44097,GrindTo5,456,Captain Greenskin
306426,GrindTo15,724,Southsea Deckhand
37433,GrindTo10,415,Youthful Brewmaster
44315,GrindTo10,41212,Mimic Pod
363458,GrindTo10,40465,Patches the Pirate
127183,GrindTo15,40408,Kazakus
98878,GrindTo15,40936,Pint-Size Potion
314729,GrindTo15,40373,Potion of Madness
161741,GrindTo15,1186,Ysera
26044,Rank15,734,Mind Control Tech
53386,GrindTo15,42766,Dead Man's Hand
112562,GrindTo15,40397,Mark of the Lotus
51701,GrindTo5,41929,Primordial Drake
9733,GrindTo15,38666,Forbidden Healing
72972,GrindTo10,46103,Tainted Zealot
1429,Rank5,38334,Feral Rage
201191,GrindTo15,43357,Flanking Strike
95226,Rank15,904,Eviscerate
265327,GrindToLegend,662,Frostbolt
197377,Rank5,43426,Aluneth
38488,GrindTo5,237,Auchenai Soulpriest
39638,Legend,42818,The Lich King
83628,Rank5,38433,Shadow Word: Horror
61085,Rank15,42597,Eternal Servitude
198064,Rank10,405,Mana Wyrm
100637,GrindTo5,42597,Eternal Servitude
82432,Rank10,43112,Psychic Scream
214775,GrindTo10,1117,SI:7 Agent
319873,Rank15,42442,Cobalt Scalebane
361158,GrindTo10,180,Backstab
76471,GrindTo15,573,Shiv
13868,Rank15,1365,Holy Fire
68940,Rank5,1659,Acolyte of Pain
42948,GrindToLegend,43483,Arcane Tyrant
56826,Rank10,40437,Counterfeit Coin
21963,GrindTo15,292,Multi-Shot
2051,GrindToLegend,46495,Gilded Gargoyle
14456,GrindTo15,45519,Lesser Mithril Spellstone
12656,GrindTo5,1365,Holy Fire
6855,Rank5,43494,Sleepy Dragon
188726,GrindTo15,38825,Southsea Squidface
124888,Rank15,1064,Blade Flurry
292940,GrindTo10,41245,Rockpool Hunter
103394,GrindToLegend,42743,Despicable Dreadlord
45315,Legend,943,Blessing of Kings
107752,GrindTo5,40523,Jade Blossom
7557,GrindTo15,38403,"Xaril, Poisoned Mind"
9370,GrindToLegend,43025,Crypt Lord
152124,Rank10,45531,Elven Minstrel
221115,GrindTo10,64,Swipe
59831,Legend,113,Counterspell
41192,GrindTo15,45353,Twilight's Call
400809,GrindTo10,859,Twisting Nether
35936,GrindTo15,46449,Master Oakheart
124953,GrindToLegend,437,Animal Companion
7643,Rank15,41151,Flame Geyser
77007,Rank5,39841,"Medivh, the Guardian"
60585,GrindTo5,1064,Blade Flurry
55716,Rank10,40372,Jade Idol
65385,GrindTo5,609,Faerie Dragon
23517,Rank15,46067,Healing Rain
17710,Legend,459,Deadly Poison
88044,Rank5,1090,Flame Imp
205697,GrindTo5,45930,Plated Beetle
519680,GrindTo5,43272,Lesser Amethyst Spellstone
156747,Rank10,1073,Knife Juggler
313807,GrindTo5,46299,Skull of the Man'ari
65289,Legend,376,Inner Fire
65485,Rank15,39712,Maelstrom Portal
160091,GrindTo5,43359,Wandering Monster
8125,GrindTo10,45835,Grizzled Guardian
20843,Rank15,400,Battle Rage
193261,GrindTo5,41859,Vinecleaver
6660,GrindTo15,40991,Evolving Spores
20154,Rank5,233,Naturalize
779,GrindToLegend,43290,Greater Jasper Spellstone
1680,GrindTo10,45342,Prince Valanar
61156,Rank15,41247,Vicious Fledgling
937,GrindTo15,34,Silvermoon Guardian
249259,GrindToLegend,41243,Stonehill Defender
12551,GrindTo15,818,Far Sight
589,GrindTo15,40324,Freezing Potion
85502,Rank5,667,Fan of Knives
10393,GrindTo15,43507,Hoarding Dragon
7262,Rank15,43331,Lesser Sapphire Spellstone
103453,Rank5,457,Blizzard
10180,Rank15,40574,Alley Armorsmith
9293,Rank15,1029,Violet Teacher
16832,GrindTo5,1167,Aldor Peacekeeper
44313,GrindTo10,41935,Elise the Trailblazer
3498,GrindTo10,41137,Ravasaur Runt
2256,GrindTo15,42819,Runeforge Haunter
4746,GrindToLegend,648,Stonetusk Boar
43345,Rank10,40529,Jade Claws
30984,Rank5,46450,Crushing Walls
28249,GrindTo5,40422,Jade Chieftain
1249,Rank10,38922,Herald Volazj
768,Rank15,830,Totemic Might
1904,GrindTo15,46440,Windshear Stormcaller
9651,Rank5,40496,Kabal Courier
4116,Legend,43463,Wax Elemental
484,Rank15,42438,Grim Necromancer
6972,Rank10,40541,Abyssal Enforcer
5589,GrindTo5,1029,Violet Teacher
828,GrindTo15,1098,Emperor Cobra
15198,GrindTo10,46077,Woecleaver
9818,GrindTo10,41155,Mirage Caller
759,GrindTo15,287,Kidnapper
3418,Rank15,23,Bane of Doom
10777,Rank15,914,Shadow Bolt
2438,GrindTo10,1022,Argent Protector
7273,GrindTo5,467,Moonfire
2026,Rank15,250,Hammer of Wrath
8346,GrindTo5,42998,Forge of Souls
408,GrindTo5,790,Amani Berserker
183,GrindTo5,42320,Exploding Bloatbat
14308,Rank5,40297,Volcanic Potion
39466,Rank5,41864,Spikeridged Steed
689,GrindTo5,41086,Elder Longneck
8988,GrindTo5,42707,Stitched Tracker
2087,GrindTo15,38395,Thistle Tea
4843,Rank5,46058,Gather Your Party
1278,GrindTo10,51,Windfury
2359,Rank10,45936,Kobold Illusionist
2414,GrindTo15,41138,Sated Threshadon
897,Legend,41401,Iron Hide
786,GrindToLegend,38517,Nerubian Prophet
17150,GrindToLegend,40953,Doppelgangster
1894,GrindTo15,39215,Arcane Anomaly
1781,Rank5,1141,Earth Elemental
3259,GrindTo15,40973,Shellshifter
3794,GrindTo15,40493,Blowgill Sniper
6498,Rank10,46557,Dragonhatcher
19662,Rank10,1144,King Krush
2269,Rank10,43420,Shifting Scroll
2382,Rank10,41241,Tol'vir Stoneshaper
1284,GrindTo10,40681,Shaky Zipgunner
4181,Rank5,41871,Corrupting Mist
2984,GrindToLegend,43275,Amethyst Spellstone
382,GrindTo15,41118,Sergeant Sally
2019,Rank10,41327,Stormwatcher
2604,GrindTo5,594,Lay on Hands
782,GrindTo15,602,Fen Creeper
367,Rank15,40569,Grimestreet Pawnbroker
1176,GrindTo15,42714,Vryghoul
3753,GrindTo10,42615,Fatespinner
140,GrindTo5,39197,Kara Kazham!
1275,GrindTo10,381,Soul of the Forest
446,GrindTo15,45777,Sacred Maul
2437,GrindTo10,45547,Feral Gibberer
2763,GrindTo10,45392,"Bolvar, Fireblood"
636,Rank10,43523,Boisterous Bard
739,Rank15,42398,Wretched Tiller
455,GrindTo15,40950,Worgen Greaser
271,GrindTo15,567,Windfury Harpy
928,GrindTo5,41407,Sudden Genesis
34673,Rank5,46432,Murmuring Elemental
365,Rank10,38861,Blade of C'Thun
3024,GrindTo15,51,Windfury
459367,GrindTo15,40465,Patches the Pirate
302669,GrindTo15,457,Blizzard
15496,GrindTo15,39380,Silverware Golem
7283,GrindTo15,40428,Rat Pack
9807,GrindTo10,38584,Fiery Bat
145592,Rank15,1073,Knife Juggler
80328,Rank15,41263,Bittertide Hydra
589144,GrindTo10,662,Frostbolt
53640,GrindToLegend,284,Novice Engineer
185636,GrindTo5,1016,Coldlight Oracle
58581,GrindTo15,41212,Mimic Pod
46930,GrindTo10,1008,Flametongue Totem
52239,GrindTo15,40496,Kabal Courier
64681,GrindTo15,38337,Mark of Y'Shaarj
