player_class,card_name,dbfid,times_played,wins
MAGE,Mana Addict,12,383,140
MAGE,Patches the Pirate,40465,382,172
PALADIN,Mindbreaker,45314,382,175
WARLOCK,Shapeshift,1123,382,111
HUNTER,Shrieking Shroom,46118,381,109
MAGE,Oasis Snapjaw,1370,381,97
PALADIN,Thoras Trollbane,45619,381,237
ROGUE,Inner Fire,376,381,200
PRIEST,Hogger,640,381,125
MAGE,Holy Smite,279,380,228
MAGE,Raging Worgen,1155,379,143
PALADIN,Ebon Dragonsmith,43465,379,147
ROGUE,Doomguard,631,379,160
PRIEST,Divine Favor,679,379,173
MAGE,Righteous Protector,42467,379,172
ROGUE,Moroes,39453,378,157
MAGE,Animal Companion,437,378,180
SHAMAN,Violet Wurm,43526,378,129
DRUID,Wondrous Wand,45726,378,218
PRIEST,Choose Your Path,42881,377,177
HUNTER,Elise the Trailblazer,41935,376,142
HUNTER,Sunwalker,759,375,128
PRIEST,Argent Commander,281,374,164
PRIEST,Devilsaur,41258,374,160
DRUID,Abusive Sergeant,242,374,169
PRIEST,Tinkmaster Overspark,570,374,123
MAGE,Nesting Roc,41305,374,161
MAGE,"Hemet, Jungle Hunter",41885,373,172
PRIEST,"Hemet, Jungle Hunter",41885,373,151
DRUID,Nightblade,670,373,80
ROGUE,Trogg Gloomeater,45837,372,99
PRIEST,Stonetusk Boar,648,372,147
WARRIOR,Netherspite Historian,39554,372,132
HUNTER,Sleepy Dragon,43494,372,77
PALADIN,Twin Emperor Vek'lor,38488,371,152
ROGUE,Prophet Velen,9,371,200
ROGUE,Hungry Ettin,46082,371,124
PRIEST,Stitched Tracker,42707,371,206
SHAMAN,Nightmare,217,370,240
PALADIN,Alexstrasza,581,370,182
PALADIN,Lorewalker Cho,1135,370,162
WARLOCK,Corpsetaker,46102,369,175
ROGUE,Cabal Shadow Priest,272,369,177
MAGE,Ancient of Blossoms,40744,368,122
ROGUE,Wrath,836,368,136
HUNTER,Frostwolf Grunt,41,367,76
MAGE,Call to Arms,43384,367,185
WARLOCK,Kobold Monk,46079,367,153
PALADIN,Menagerie Magician,39269,366,161
PRIEST,Vaporize,286,366,174
ROGUE,Embrace Darkness,45308,366,123
SHAMAN,Shieldbearer,866,366,125
WARLOCK,Skelemancer,42328,366,121
PRIEST,Tolin's Goblet,43178,366,165
MAGE,"Mukla, Tyrant of the Vale",38468,365,195
SHAMAN,Fungalmancer,45265,365,144
ROGUE,Second-Rate Bruiser,40906,365,125
WARLOCK,Fire Plume Phoenix,41260,365,148
ROGUE,Renounce Darkness,38461,365,97
PRIEST,Dread Corsair,878,364,148
MAGE,Tolin's Goblet,43178,364,174
MAGE,"Y'Shaarj, Rage Unbound",38312,364,145
HUNTER,Lord of the Arena,157,364,53
WARRIOR,Twilight Drake,1037,364,149
WARLOCK,Guild Recruiter,46069,363,160
HUNTER,Fungalmancer,45265,362,156
WARLOCK,Gentle Megasaur,41265,362,168
WARRIOR,Darkscale Healer,582,362,54
PALADIN,Volcanosaur,41120,362,130
WARRIOR,Faerie Dragon,609,362,110
ROGUE,Archbishop Benedictus,42633,361,122
ROGUE,Lord of the Arena,157,361,81
ROGUE,Mana Geode,40381,361,176
ROGUE,Consecration,476,360,179
ROGUE,Kabal Crystal Runner,40583,360,141
MAGE,Voidwalker,48,360,183
PRIEST,Southsea Deckhand,724,360,161
HUNTER,Abomination,440,360,115
ROGUE,Prince Taldaram,45341,359,143
PALADIN,Nightblade,670,359,79
ROGUE,Dark Pact,43128,359,110
SHAMAN,Prince Keleseth,45340,359,149
ROGUE,Aluneth,43426,359,149
PRIEST,Iron Hide,41401,358,187
SHAMAN,Arcane Tyrant,43483,358,119
SHAMAN,Sated Threshadon,41138,358,108
PALADIN,Sheep,796,358,150
MAGE,Jade Spirit,40527,358,136
MAGE,White Eyes,40486,358,194
ROGUE,Swipe,64,358,150
PRIEST,Nerubian Prophet,38517,358,171
DRUID,Sunfury Protector,891,357,114
WARRIOR,Frostwolf Warlord,496,357,51
PALADIN,Stormpike Commando,413,356,63
HUNTER,Master Oakheart,46449,356,168
MAGE,Captain Greenskin,456,356,169
SHAMAN,Moorabi,43072,355,101
PRIEST,Captain Greenskin,456,355,100
SHAMAN,Seadevil Stinger,40691,355,116
WARLOCK,Netherspite Historian,39554,355,171
PRIEST,Corpsetaker,46102,355,146
PRIEST,Mark of Y'Shaarj,38337,355,226
ROGUE,Faerie Dragon,609,354,103
PRIEST,Breath of Sindragosa,43502,354,155
HUNTER,Sunfury Protector,891,353,120
SHAMAN,Weasel Tunneler,40549,353,118
ROGUE,Branching Paths,43294,353,181
HUNTER,Zola the Gorgon,46403,353,151
PRIEST,"Sherazin, Corpse Flower",41218,353,179
DRUID,Earthen Ring Farseer,1651,352,84
WARLOCK,Seadevil Stinger,40691,352,140
SHAMAN,Elven Archer,389,352,112
PALADIN,Fungal Enchanter,46087,351,112
PRIEST,Battle Rage,400,350,183
MAGE,Skeram Cultist,39118,350,134
WARRIOR,Stormpike Commando,413,350,52
WARRIOR,Aberrant Berserker,38531,350,79
PRIEST,Sacrificial Pact,163,349,172
MAGE,Sunkeeper Tarim,41145,349,157
ROGUE,Polluted Hoarder,38961,348,133
SHAMAN,Lotus Illusionist,40693,348,147
SHAMAN,The Fourth Seal,46035,347,161
WARLOCK,Wondrous Wand,45726,347,180
WARLOCK,Golden Kobold,45727,346,147
HUNTER,Zoobot,39839,346,173
PRIEST,Ravaging Ghoul,38530,346,194
DRUID,Nerubian Unraveler,42791,346,174
ROGUE,Fungal Enchanter,46087,345,103
DRUID,Virmen Sensei,40641,344,156
DRUID,Druid of the Claw,1682,344,137
HUNTER,Volatile Elemental,41524,343,103
MAGE,Lorewalker Cho,1135,343,149
PRIEST,Deathspeaker,42394,343,161
MAGE,Tar Lurker,41194,342,151
MAGE,Nourish,95,342,187
WARRIOR,Murloc Raider,191,342,36
MAGE,Binding Heal,41170,341,197
HUNTER,Gnomish Inventor,308,341,114
PALADIN,Mountain Giant,993,341,143
WARRIOR,Dragonling Mechanic,523,340,49
PRIEST,Crystalweaver,40391,340,174
WARRIOR,Hungry Crab,443,340,137
DRUID,Choose Your Path,42881,340,124
ROGUE,Twilight Summoner,38833,339,115
WARLOCK,Stormpike Commando,413,339,52
PALADIN,Gravelsnout Knight,43528,339,131
PRIEST,Fiery War Axe,401,338,220
HUNTER,Voodoo Doctor,132,338,100
SHAMAN,Baron Geddon,336,337,119
PALADIN,Ironforge Rifleman,339,337,58
DRUID,Tolin's Goblet,43178,336,159
ROGUE,Pyroblast,1087,336,199
PALADIN,"Deathwing, Dragonlord",38943,336,174
PRIEST,Drain Soul,42658,335,157
WARRIOR,Violet Wurm,43526,335,111
MAGE,Direhorn Hatchling,41890,334,156
MAGE,Psionic Probe,45979,334,175
ROGUE,Don Han'Cho,40703,334,172
DRUID,Cult Master,811,334,121
DRUID,Southsea Deckhand,724,334,146
SHAMAN,Soggoth the Slitherer,39119,334,132
PRIEST,Tar Lurker,41194,334,167
ROGUE,A Light in the Darkness,38913,333,128
PALADIN,Thrallmar Farseer,765,332,137
PRIEST,Adaptation,41944,332,187
WARLOCK,Worgen Infiltrator,994,332,101
DRUID,Nesting Roc,41305,332,131
DRUID,Injured Blademaster,1109,332,151
HUNTER,Young Priestess,1634,332,109
SHAMAN,Prince Malchezaar,39840,332,111
ROGUE,Jungle Panther,921,331,91
PALADIN,Prince Taldaram,45341,331,156
DRUID,Young Priestess,1634,331,137
MAGE,Hydrologist,41139,330,156
PALADIN,Sunfury Protector,891,330,100
PRIEST,Stormwatcher,41327,330,153
PRIEST,Raptor Hatchling,41357,330,178
SHAMAN,Dragonling Mechanic,523,330,90
ROGUE,Malfurion the Pestilent,43417,330,151
PALADIN,Deathwing,834,329,81
WARLOCK,Eggnapper,41249,329,118
PRIEST,Dragon Spirit,45527,329,135
DRUID,Abomination,440,329,116
MAGE,Amethyst Spellstone,43275,329,154
PRIEST,Swamp King Dred,41366,329,192
ROGUE,Cult Master,811,329,134
HUNTER,King Mosh,41425,329,109
MAGE,Mad Bomber,762,328,117
WARLOCK,Moroes,39453,328,105
ROGUE,Earthen Scales,41081,328,172
MAGE,Shadow Essence,42804,328,146
ROGUE,Ethereal Arcanist,1737,328,134
WARRIOR,Dire Wolf Alpha,985,328,109
PALADIN,Silverback Patriarch,67,327,108
PRIEST,Hot Spring Guardian,41479,327,173
HUNTER,Prince Valanar,45342,327,127
DRUID,Scorp-o-matic,43453,327,112
ROGUE,The Second Seal,46038,325,122
MAGE,Divine Spirit,1361,325,180
PRIEST,Demolisher,979,325,113
MAGE,Mind Control,8,325,207
WARRIOR,Blackwater Pirate,38960,324,102
SHAMAN,Bananas,1694,324,159
HUNTER,Wretched Tiller,42398,324,104
PRIEST,Razorfen Hunter,257,323,91
MAGE,Guild Recruiter,46069,323,113
PRIEST,The Voraxx,41913,323,154
SHAMAN,Dream,808,322,173
ROGUE,Deathspeaker,42394,322,141
SHAMAN,Sneaky Devil,43493,322,129
MAGE,Prince Taldaram,45341,322,151
PRIEST,Smuggler's Run,40371,321,178
WARRIOR,The Black Knight,1656,321,145
DRUID,Wretched Tiller,42398,320,115
PRIEST,Cone of Cold,430,320,128
DRUID,Frostwolf Grunt,41,320,65
MAGE,Eternal Servitude,42597,320,168
ROGUE,Cho'gall,38464,319,108
SHAMAN,Emerald Drake,489,319,165
MAGE,Auctionmaster Beardo,40605,319,138
ROGUE,Ysera,1186,319,130
WARLOCK,"Yogg-Saron, Hope's End",38505,318,97
WARRIOR,Baron Geddon,336,318,120
SHAMAN,Ysera Awakens,301,318,200
ROGUE,Twilight's Call,45353,318,151
WARLOCK,Icy Touch,42944,318,173
ROGUE,Power of the Wild,503,318,177
WARLOCK,Mindbreaker,45314,317,137
MAGE,Grimscale Oracle,510,317,94
SHAMAN,Ancient of Blossoms,40744,317,109
MAGE,Stampeding Kodo,1371,317,114
MAGE,Friendly Bartender,40914,317,117
PRIEST,Arcane Explosion,447,316,139
SHAMAN,Bone Drake,42439,316,127
MAGE,Fungalmancer,45265,316,106
WARLOCK,Felhunter,46036,316,199
PRIEST,Eggnapper,41249,315,125
ROGUE,Build-A-Beast,43183,315,116
MAGE,Shadowstep,365,315,148
SHAMAN,Laughing Sister,340,315,150
ROGUE,Animal Companion,437,315,155
PALADIN,Daring Reporter,40741,314,120
WARLOCK,Molten Giant,1372,314,114
ROGUE,Cryomancer,40988,313,140
PRIEST,Kobold Apprentice,45929,313,108
PALADIN,Earthen Ring Farseer,1651,313,114
ROGUE,Moonfire,467,313,149
ROGUE,Grimscale Oracle,510,313,110
MAGE,Shadow Word: Death,1363,313,147
SHAMAN,Army of the Dead,42586,313,95
ROGUE,Truesilver Champion,847,313,150
MAGE,King Mukla,1693,313,151
ROGUE,Blood-Queen Lana'thel,43064,312,98
DRUID,Servant of Kalimos,41410,312,138
PRIEST,Grub,43524,312,118
ROGUE,River Crocolisk,1369,312,73
DRUID,Golden Kobold,45727,312,135
MAGE,Cursed Disciple,45594,312,124
PRIEST,Wolfrider,289,311,107
PRIEST,Bloodlust,1171,311,259
MAGE,Master Oakheart,46449,311,130
SHAMAN,Bomb Squad,40952,311,128
MAGE,Magma Rager,1653,310,100
PRIEST,Ravasaur Runt,41137,310,148
HUNTER,Ysera,1186,310,119
ROGUE,Jade Golem,42101,310,156
DRUID,Shieldbearer,866,310,112
MAGE,Tortollan Shellraiser,41180,309,138
ROGUE,Frog,548,309,143
SHAMAN,Doom Pact,42587,309,78
MAGE,Big Game Hunter,1657,309,133
SHAMAN,Lord of the Arena,157,308,69
MAGE,Hoarding Dragon,43507,308,125
DRUID,Argent Commander,281,308,132
PRIEST,Oasis Snapjaw,1370,308,115
SHAMAN,Volcanosaur,41120,308,113
SHAMAN,Spiteful Summoner,46551,308,121
ROGUE,Hammer of Wrath,250,308,140
SHAMAN,Murloc Razorgill,42223,307,153
PRIEST,Cornered Sentry,41406,307,149
DRUID,"Genzo, the Shark",40607,307,123
PRIEST,Savage Roar,742,306,229
ROGUE,Bloodreaver Gul'dan,43415,306,79
MAGE,Thoughtsteal,30,306,164
ROGUE,Wandering Monster,43359,306,129
WARRIOR,Ebon Dragonsmith,43465,306,99
PRIEST,Sneaky Devil,43493,306,108
WARLOCK,Silver Hand Recruit,1652,306,139
PRIEST,Scorp-o-matic,43453,306,108
SHAMAN,Raptor Patriarch,41356,306,108
HUNTER,The Black Knight,1656,306,123
MAGE,Scarlet Crusader,642,305,117
HUNTER,Runic Egg,39433,305,110
PRIEST,Alarm-o-Bot,1658,305,119
MAGE,"Nat, the Darkfisher",39046,304,138
SHAMAN,Stegodon,41324,304,126
MAGE,Gruul,526,304,152
MAGE,Mind Vision,1099,304,161
MAGE,Cyclopian Horror,39041,304,106
MAGE,Raza the Chained,40323,304,174
PRIEST,Repentance,232,303,174
MAGE,Sunfury Protector,891,303,89
MAGE,Pompous Thespian,39476,303,115
PALADIN,"Hemet, Jungle Hunter",41885,303,107
MAGE,Oaken Summons,45828,303,126
ROGUE,Benevolent Djinn,46258,303,139
ROGUE,Mark of Nature,151,303,143
WARRIOR,Corrosive Sludge,43469,302,115
MAGE,"Hogger, Doom of Elwynn",38944,302,152
WARRIOR,Guild Recruiter,46069,302,95
ROGUE,Seadevil Stinger,40691,302,99
MAGE,Worgen Infiltrator,994,302,97
ROGUE,Raid Leader,1401,302,89
MAGE,Furbolg Mossbinder,43517,301,121
ROGUE,Feral Rage,38334,301,114
ROGUE,Dragon's Fury,45271,301,64
MAGE,Daring Reporter,40741,300,125
WARLOCK,Nether Imp,42753,300,115
SHAMAN,Faceless Shambler,38569,300,130
MAGE,Crystalline Oracle,41173,300,135
PRIEST,Grimestreet Outfitter,40567,300,168
DRUID,Amani Berserker,790,300,109
PRIEST,Blastcrystal Potion,40957,300,115
WARRIOR,Arfus,45366,300,120
PRIEST,Stampeding Kodo,1371,299,141
HUNTER,Devilsaur,41258,299,145
ROGUE,Mark of the Lotus,40397,299,168
PRIEST,King Krush,1144,299,212
ROGUE,Temple Enforcer,1364,299,148
ROGUE,Spikeridged Steed,41864,298,141
PRIEST,Ancient Brewmaster,186,298,123
PRIEST,Greater Arcane Missiles,40411,298,126
PALADIN,Dark Iron Dwarf,348,298,101
SHAMAN,Reckless Rocketeer,445,298,56
ROGUE,Spectral Pillager,45975,298,118
ROGUE,Tortollan Forager,41252,297,128
ROGUE,Noble Sacrifice,584,297,126
MAGE,Murloc Tidecaller,475,297,128
DRUID,Void Ripper,46461,297,135
MAGE,Doomguard,631,297,151
WARLOCK,Alarm-o-Bot,1658,297,130
DRUID,Oasis Snapjaw,1370,296,65
ROGUE,Raza the Chained,40323,296,148
PRIEST,Ultrasaur,41315,296,124
ROGUE,Hooded Acolyte,39033,296,139
HUNTER,Trogg Gloomeater,45837,296,73
SHAMAN,Moroes,39453,296,98
ROGUE,Claw,1050,296,136
DRUID,Moroes,39453,296,87
WARLOCK,Igneous Elemental,41926,295,107
HUNTER,Nightblade,670,295,102
DRUID,Worgen Greaser,40950,295,129
WARRIOR,Hoarding Dragon,43507,294,116
WARLOCK,Tolin's Goblet,43178,294,139
MAGE,Mindbreaker,45314,294,112
ROGUE,Murloc Warleader,1063,294,130
PRIEST,Living Mana,41094,294,148
MAGE,Holy Nova,841,294,180
MAGE,Young Priestess,1634,294,81
MAGE,Edwin VanCleef,306,294,171
PRIEST,King Mosh,41425,293,148
HUNTER,The Darkness,46454,292,85
MAGE,Prophet Velen,9,292,179
HUNTER,Corrosive Sludge,43469,292,107
PRIEST,Wickerflame Burnbristle,40636,292,158
ROGUE,King's Ransom,46588,291,146
ROGUE,Shrieking Shroom,46118,291,83
MAGE,Bloodworm,45329,291,126
HUNTER,Alarm-o-Bot,1658,290,127
ROGUE,Sneaky Devil,43493,290,97
WARLOCK,Pyros,41164,290,151
WARRIOR,Zarog's Crown,43180,290,164
ROGUE,Lost in the Jungle,41912,290,131
MAGE,King Togwaggle,46589,289,120
PALADIN,Guild Recruiter,46069,289,96
ROGUE,Murloc Tidecaller,475,289,133
ROGUE,Chillblade Champion,43127,289,124
PRIEST,Ozruk,41294,289,109
MAGE,Sneaky Devil,43493,289,91
ROGUE,Crypt Lord,43025,289,128
DRUID,Worgen Infiltrator,994,288,112
ROGUE,Rummaging Kobold,46088,288,100
HUNTER,Harvest Golem,778,288,98
MAGE,Wrath,836,288,125
PRIEST,Tentacle of N'Zoth,38532,288,107
HUNTER,Sea Giant,211,288,119
MAGE,Swamp King Dred,41366,288,169
ROGUE,Twig of the World Tree,46107,287,146
SHAMAN,Frozen Crusher,41253,287,111
MAGE,Stranglethorn Tiger,68,287,113
ROGUE,Wild Growth,1124,287,129
ROGUE,Argent Protector,1022,287,146
DRUID,Deathspeaker,42394,287,140
PALADIN,Tinkmaster Overspark,570,286,112
ROGUE,Mark of the Wild,213,286,129
SHAMAN,River Crocolisk,1369,286,70
MAGE,The Voraxx,41913,286,109
PRIEST,Coldlight Seer,453,286,152
MAGE,Silver Hand Knight,69,286,92
PRIEST,Boisterous Bard,43523,286,98
PRIEST,To My Side!,45546,285,131
PRIEST,Bloodhoof Brave,38738,285,180
ROGUE,Starfall,86,285,111
SHAMAN,The Final Seal,46034,284,140
DRUID,Forbidden Ancient,38340,284,107
PRIEST,Blood Imp,469,284,157
ROGUE,Darkshire Librarian,38447,284,78
WARLOCK,Lorewalker Cho,1135,283,97
MAGE,Fan of Knives,667,283,164
WARLOCK,Hogger,640,283,96
PRIEST,Forbidden Flame,38413,283,116
ROGUE,Innervate,254,283,128
PRIEST,Tortollan Primalist,41264,283,108
MAGE,Dire Mole,45707,283,106
WARRIOR,Argent Squire,757,282,84
MAGE,Silverback Patriarch,67,282,75
PRIEST,Hooked Reaver,43133,282,136
ROGUE,Auchenai Soulpriest,237,282,127
PALADIN,"Yogg-Saron, Hope's End",38505,282,78
ROGUE,Sense Demons,860,282,83
MAGE,"Deathwing, Dragonlord",38943,281,146
DRUID,Polluted Hoarder,38961,281,116
MAGE,Circle of Healing,1362,281,161
ROGUE,Shadow Word: Horror,38433,280,117
ROGUE,Potion of Heroism,43373,280,142
PRIEST,Skeleton,43052,280,144
PRIEST,Razorpetal Lasher,41208,280,122
SHAMAN,Cyclopian Horror,39041,280,84
WARLOCK,Primordial Glyph,41496,279,147
MAGE,Fandral Staghelm,38318,279,117
PRIEST,Clutchmother Zavas,41876,279,128
ROGUE,Blessing of Wisdom,1373,279,128
SHAMAN,Sharp Fork,39821,278,121
PRIEST,Secretkeeper,158,278,167
DRUID,Baron Geddon,336,278,125
HUNTER,Amani Berserker,790,278,94
SHAMAN,Abusive Sergeant,242,277,97
DRUID,Grimscale Oracle,510,277,91
WARLOCK,Moat Lurker,39465,277,121
PRIEST,Pint-Sized Summoner,37,277,124
MAGE,Spirit Lash,42992,277,127
SHAMAN,Fen Creeper,602,277,105
ROGUE,Cruel Dinomancer,41869,277,84
MAGE,Shallow Gravedigger,42785,277,93
PRIEST,Gadgetzan Ferryman,40696,276,95
ROGUE,Flanking Strike,43357,276,116
WARLOCK,Vryghoul,42714,276,83
PRIEST,Shield Slam,546,276,136
MAGE,Forbidden Shaping,38434,275,159
PRIEST,Moroes,39453,275,81
MAGE,"Finja, the Flying Star",40803,275,144
MAGE,Mass Dispel,1366,275,145
WARLOCK,Blowgill Sniper,40493,274,90
WARLOCK,Nat Pagle,1147,274,100
ROGUE,Bloodworm,45329,274,96
PRIEST,Illidan Stormrage,556,274,120
PRIEST,Bloodsail Corsair,997,274,139
WARLOCK,Volcanosaur,41120,274,103
ROGUE,Druid of the Swarm,42651,274,115
WARLOCK,Pyros,41162,274,133
SHAMAN,Corpsetaker,46102,274,115
PRIEST,Mindbreaker,45314,274,122
WARRIOR,Feral Gibberer,45547,273,79
MAGE,Onyxia,363,273,114
ROGUE,Arcane Shot,877,273,119
HUNTER,Shieldbearer,866,273,78
WARRIOR,Spiritsinger Umbra,41289,273,119
SHAMAN,Twin Emperor Vek'lor,38488,273,104
ROGUE,Jeweled Macaw,41353,273,113
MAGE,Giant Wasp,41328,273,91
ROGUE,Enchanted Raven,39350,273,118
PRIEST,Doppelgangster,40953,272,140
WARLOCK,Ancient Watcher,605,272,100
WARLOCK,Cult Master,811,272,83
DRUID,Panther,812,272,128
SHAMAN,Wrathion,40603,272,114
ROGUE,The Black Knight,1656,272,100
ROGUE,Herald Volazj,38922,272,134
WARLOCK,,,272,121
ROGUE,Bog Creeper,38534,271,87
ROGUE,Razorfen Hunter,257,271,58
ROGUE,Explosive Trap,585,271,104
PRIEST,Zealous Initiate,38541,271,98
PRIEST,Steam Surger,41154,271,144
SHAMAN,Jade Golem,42104,271,155
MAGE,Skelemancer,42328,271,91
ROGUE,Adaptation,41944,271,122
ROGUE,Vryghoul,42714,271,85
WARRIOR,Wondrous Wand,45726,271,152
WARLOCK,Scorp-o-matic,43453,270,106
WARLOCK,Curious Glimmerroot,41177,270,123
MAGE,Kabal Songstealer,40929,270,131
SHAMAN,Faerie Dragon,609,270,87
PRIEST,Worgen Infiltrator,994,270,101
SHAMAN,Stoneskin Basilisk,43474,269,90
ROGUE,Druid of the Claw,692,269,125
PRIEST,Rotface,42630,269,148
MAGE,Archbishop Benedictus,42633,269,162
DRUID,Grim Necromancer,42438,269,107
MAGE,Vilespine Slayer,41217,269,164
HUNTER,Ultrasaur,41315,269,86
PRIEST,Sunborne Val'kyr,42440,268,99
ROGUE,Booty Bay Bodyguard,1140,268,77
MAGE,Clutchmother Zavas,41876,268,138
HUNTER,Piranha Launcher,40683,267,129
DRUID,Igneous Elemental,41926,267,101
WARLOCK,Humongous Razorleaf,41925,267,107
MAGE,Abusive Sergeant,242,266,76
ROGUE,Naturalize,233,266,121
PRIEST,Moat Lurker,39465,266,111
WARLOCK,Ozruk,41294,265,119
ROGUE,Skelemancer,42328,265,98
PRIEST,Whelp,54,265,86
SHAMAN,Twilight Geomancer,38864,265,97
WARLOCK,Northshire Cleric,1650,264,105
ROGUE,Doomcaller,38795,264,84
ROGUE,Divine Strength,38749,264,132
SHAMAN,Corrosive Sludge,43469,264,109
ROGUE,Selfless Hero,38740,264,130
DRUID,Tomb Lurker,42781,264,141
SHAMAN,Abomination,440,264,71
ROGUE,Ogre Magi,995,264,90
ROGUE,Twilight Darkmender,38429,264,123
PALADIN,Shroom Brewer,45784,263,97
MAGE,Sap,461,263,142
PRIEST,Frostwolf Warlord,496,263,103
ROGUE,Moonglade Portal,39714,263,100
HUNTER,Dragonslayer,43486,263,103
HUNTER,Grimestreet Smuggler,40743,263,107
PRIEST,Crushing Walls,46450,263,125
ROGUE,Lesser Jasper Spellstone,43288,262,111
HUNTER,Sneaky Devil,43493,262,93
WARLOCK,Gurubashi Berserker,768,262,71
PALADIN,Hoarding Dragon,43507,261,94
PRIEST,Chittering Tunneler,41875,261,117
SHAMAN,Master Oakheart,46449,260,116
WARLOCK,Mind Spike,1622,260,113
ROGUE,Choose Your Path,42881,260,91
ROGUE,Ivory Knight,39439,260,110
ROGUE,Avenging Wrath,1174,260,120
MAGE,Holy Fire,1365,259,154
MAGE,Rockpool Hunter,41245,259,104
ROGUE,Freezing Trap,519,259,114
SHAMAN,Charged Devilsaur,41286,259,125
ROGUE,Possessed Lackey,45820,259,65
PRIEST,Snipe,814,257,150
ROGUE,Astral Tiger,43304,257,115
ROGUE,Skeram Cultist,39118,257,95
PRIEST,Cloaked Huntress,39492,257,139
ROGUE,Aldor Peacekeeper,1167,257,98
PRIEST,Grimestreet Enforcer,40469,257,174
HUNTER,Boulderfist Ogre,1686,257,76
ROGUE,Barkskin,43282,256,114
PRIEST,Bring It On!,43505,256,110
ROGUE,Amani Berserker,790,256,69
WARLOCK,Spawn of N'Zoth,38797,256,122
PALADIN,"Medivh, the Guardian",39841,256,113
ROGUE,The Third Seal,46037,256,104
MAGE,Bloodfury Potion,40393,256,121
PRIEST,Kor'kron Elite,28,256,165
WARRIOR,Violet Illusionist,39313,255,84
PALADIN,Pint-Sized Summoner,37,255,80
WARLOCK,Master Swordsmith,351,255,86
HUNTER,Kobold Apprentice,45929,255,85
ROGUE,Smuggler's Run,40371,255,116
WARRIOR,Golden Kobold,45727,255,107
ROGUE,Repentance,232,255,107
ROGUE,Holy Light,291,254,88
MAGE,Inner Fire,376,254,157
ROGUE,Stitched Tracker,42707,254,116
PRIEST,Core Hound,1687,253,47
SHAMAN,Hired Gun,40911,253,98
ROGUE,Evolving Spores,40991,253,116
PRIEST,Faceless Behemoth,38521,253,100
PRIEST,Undercity Huckster,39026,253,132
ROGUE,Grievous Bite,41350,253,93
PRIEST,Kobold Monk,46079,253,108
ROGUE,Ancient of War,1035,253,108
PALADIN,Giant Wasp,41328,253,87
ROGUE,DOOM!,38770,253,61
ROGUE,Netherspite Historian,39554,253,88
MAGE,"Genzo, the Shark",40607,253,128
HUNTER,Booty Bay Bodyguard,1140,253,47
WARLOCK,Flesheating Ghoul,397,253,82
HUNTER,Dark Iron Dwarf,348,253,109
SHAMAN,Boulderfist Ogre,1686,253,82
DRUID,Onyxia,363,252,97
MAGE,Squirming Tentacle,39003,252,85
SHAMAN,Bittertide Hydra,41263,252,100
ROGUE,Getaway Kodo,40587,252,100
ROGUE,Hand of Protection,727,252,128
HUNTER,Deathwing,834,252,76
ROGUE,Zealous Initiate,38541,251,93
MAGE,Kun the Forgotten King,40416,251,139
SHAMAN,Fight Promoter,40617,251,130
MAGE,Giant Mastodon,41242,251,86
SHAMAN,Crazed Worshipper,38958,250,88
HUNTER,Wild Pyromancer,1014,250,99
ROGUE,Keeper of the Grove,601,250,100
ROGUE,Stegodon,41324,250,93
MAGE,Tirion Fordring,890,250,145
WARLOCK,Shadow Visions,41169,249,125
DRUID,Hired Gun,40911,249,86
PRIEST,Whirlwind,636,248,141
ROGUE,Raptor Hatchling,41357,248,112
SHAMAN,Spiritsinger Umbra,41289,247,113
HUNTER,Rat,41839,247,134
DRUID,Wisp,179,247,87
PRIEST,I Know a Guy,40839,247,117
MAGE,"Sherazin, Corpse Flower",41218,247,152
PRIEST,Ivory Knight,39439,246,133
DRUID,Alarm-o-Bot,1658,246,93
ROGUE,Sunkeeper Tarim,41145,246,128
PRIEST,Dark Arakkoa,38882,246,120
PRIEST,Druid of the Claw,692,246,149
PRIEST,Chillblade Champion,43127,246,140
ROGUE,Shellshifter,40973,245,99
MAGE,Doomcaller,38795,245,90
DRUID,Dark Iron Dwarf,348,245,93
PALADIN,Arcane Giant,39426,245,99
ROGUE,Tirion Fordring,890,244,113
MAGE,SI:7 Agent,1117,244,151
ROGUE,Spawn of N'Zoth,38797,244,91
PRIEST,Moonfire,467,244,121
PRIEST,Raptor Patriarch,41356,244,145
ROGUE,Alleycat,40426,244,117
ROGUE,Nourish,95,243,94
ROGUE,Cataclysm,46286,243,13
HUNTER,Skelemancer,42328,243,90
MAGE,Crazed Alchemist,801,243,119
ROGUE,"Ixlid, Fungal Lord",45859,242,108
ROGUE,Whelp,1912,242,131
HUNTER,Second-Rate Bruiser,40906,241,82
WARLOCK,Mad Bomber,762,241,74
ROGUE,Kun the Forgotten King,40416,241,119
WARLOCK,Giant Wasp,41328,241,84
ROGUE,Kindly Grandmother,39481,240,106
DRUID,Twilight Summoner,38833,240,136
WARLOCK,Felhunter,46275,240,153
ROGUE,Un'Goro Pack,41491,240,106
WARRIOR,Iron Golem,45772,240,108
DRUID,Prince Taldaram,45341,239,120
SHAMAN,Young Priestess,1634,239,83
MAGE,Wickerflame Burnbristle,40636,239,125
ROGUE,Jade Behemoth,40797,239,82
