"games_played_with_card_in_deck","rank_category","card_name"
484,"Legend","Silverware Golem"
503,"Rank15","Blood of The Ancient One"
501,"GrindTo15","Mayor Noggenfogger"
345,"GrindTo5","Princess Huhuran"
129,"GrindTo5","Sabretooth Stalker"
324,"GrindTo10","Street Trickster"
245,"other","Windfury Harpy"
160556,"other","Fire Fly"
186153,"GrindTo10","Dirty Rat"
6524,"GrindTo15","Cenarius"
7082,"other","Succubus"
4163,"GrindTo5","Silverware Golem"
155643,"GrindToLegend","Bloodmage Thalnos"
17523,"other","Doomguard"
120346,"GrindTo10","Counterfeit Coin"
336173,"GrindTo10","Shadow Visions"
7563,"other","River Crocolisk"
14578,"GrindTo15","Mind Control Tech"
30366,"other","Sap"
283012,"GrindTo10","Shadow Word: Death"
137127,"GrindToLegend","Consecration"
90997,"Rank15","Mark of Y'Shaarj"
25876,"Legend","Feral Rage"
57253,"GrindTo10","Ancient Watcher"
29424,"Rank10","Volcano"
6643,"other","The Marsh Queen"
6569,"Rank10","Giant Anaconda"
27013,"GrindToLegend","Shaku, the Collector"
2920,"Rank15","Argent Protector"
45609,"Rank5","SI:7 Agent"
26584,"Rank15","Shifting Shade"
18878,"Rank15","Undercity Huckster"
2885,"other","Kabal Trafficker"
8070,"Rank10","Mortal Coil"
1158,"other","Spreading Madness"
7129,"GrindToLegend","Lightning Bolt"
2157,"GrindTo5","Soul of the Forest"
8104,"Rank10","Injured Blademaster"
1807,"GrindToLegend","Jade Swarmer"
4200,"Rank5","Hammer of Twilight"
6048,"Rank5","Shifting Shade"
4166,"Rank5","Shadowcaster"
6766,"Legend","Hex"
1174,"Rank15","Sacrificial Pact"
786,"Rank10","Betrayal"
1417,"Rank5","Demonfire"
2241,"Legend","Mirror Image"
753,"GrindToLegend","Lava Burst"
276,"Rank5","Unbound Elemental"
1087,"GrindTo15","Protect the King!"
335,"Legend","Corrupting Mist"
1089,"Rank5","Tortollan Primalist"
195,"Rank5","Lightwell"
334,"GrindTo15","Cho'gall"
124753,"GrindTo5","Upgrade!"
2305,"Rank15","Hobart Grapplehammer"
2923,"other","Jungle Panther"
36419,"GrindTo15","Flame Imp"
94578,"GrindTo5","Eaglehorn Bow"
45508,"GrindTo15","Cabal Shadow Priest"
9341,"Rank15","Twilight Elder"
50710,"GrindTo15","Wickerflame Burnbristle"
18717,"GrindTo15","The Black Knight"
84153,"GrindTo5","Coldlight Seer"
69445,"GrindToLegend","Polymorph"
528,"GrindTo15","Fel Orc Soulfiend"
138200,"GrindTo5","Kabal Talonpriest"
7381,"GrindTo5","Timber Wolf"
10253,"Legend","Divine Spirit"
25244,"Rank10","Silence"
36093,"Rank10","Frost Nova"
10145,"GrindTo15","Avian Watcher"
2706,"GrindTo15","Midnight Drake"
831,"GrindTo15","Tinkmaster Overspark"
8580,"Rank5","Knife Juggler"
6073,"GrindTo15","Inner Rage"
2039,"GrindTo10","Worgen Infiltrator"
11303,"GrindTo15","Smuggler's Crate"
23889,"Rank10","Fiery Bat"
22153,"Rank5","Loot Hoarder"
1998,"Rank10","Felfire Potion"
695,"other","Toxic Sewer Ooze"
1481,"other","Stormwind Knight"
1710,"Rank15","Runic Egg"
19923,"Legend","Spellbreaker"
791,"GrindTo15","Silverback Patriarch"
1514,"Rank10","Mark of the Wild"
3781,"GrindTo5","Mountain Giant"
1591,"GrindTo10","Avenging Wrath"
3565,"Rank10","Spiritsinger Umbra"
2624,"GrindToLegend","Razorpetal Volley"
592,"Rank5","Emerald Hive Queen"
357,"other","Auctionmaster Beardo"
890,"Rank15","Backstreet Leper"
436,"Rank10","A Light in the Darkness"
1556,"Rank5","Shadow Madness"
268,"GrindTo10","Shatter"
215,"GrindToLegend","Guardian of Kings"
463,"Rank15","Brass Knuckles"
216,"Legend","Frozen Crusher"
256,"GrindTo15","Leatherclad Hogleader"
7348,"other","Unite the Murlocs"
30143,"other","Yogg-Saron, Hope's End"
20361,"other","Soulfire"
16384,"other","Cold Blood"
48392,"Rank10","Bloodhoof Brave"
593620,"GrindTo10","Frostbolt"
3055,"other","Deathwing, Dragonlord"
160469,"GrindTo5","Murloc Tidecaller"
108971,"GrindTo5","Brawl"
45520,"GrindTo10","Flare"
7874,"other","Verdant Longneck"
1255,"other","Lorewalker Cho"
16274,"Rank15","Cult Master"
5281,"GrindTo10","Al'Akir the Windlord"
2857,"other","On the Hunt"
3825,"other","Forbidden Ritual"
5076,"other","Elven Archer"
7560,"GrindTo15","Obsidian Shard"
8476,"Rank15","Twilight Summoner"
1568,"GrindTo15","Corrupted Healbot"
2290,"other","Young Dragonhawk"
1900,"Rank15","Twilight Flamecaller"
3224,"GrindTo10","Giant Wasp"
1226,"GrindTo15","Kooky Chemist"
350,"Rank15","Headcrack"
9892,"Rank10","Primalfin Lookout"
1890,"GrindTo5","Lightfused Stegodon"
191,"Rank10","Misdirection"
742,"Rank15","Pompous Thespian"
6006,"GrindToLegend","Pint-Size Potion"
10704,"GrindToLegend","Kazakus"
839,"Rank10","Crystalweaver"
363,"GrindToLegend","Thistle Tea"
276,"Rank5","Worgen Infiltrator"
1096,"Rank10","Embrace the Shadow"
1566,"GrindTo10","Ozruk"
5487,"Legend","Spellbender"
1430,"Rank5","Felfire Potion"
2168,"Rank5","Second-Rate Bruiser"
192,"GrindToLegend","Public Defender"
374,"other","Mana Wraith"
507,"GrindTo5","Twilight Flamecaller"
918,"Rank10","Leper Gnome"
289,"GrindToLegend","Addled Grizzly"
1353,"GrindTo15","Finders Keepers"
288,"Rank10","Air Elemental"
1146,"GrindToLegend","Evolving Spores"
196,"GrindTo5","Pompous Thespian"
60882,"Rank5","Dread Corsair"
12809,"other","Ancient of War"
114360,"GrindTo15","Knife Juggler"
36596,"other","Ravaging Ghoul"
130678,"GrindTo15","Whirlwind"
57373,"Rank10","Igneous Elemental"
194444,"Rank5","Primordial Glyph"
254029,"GrindTo10","Swashburglar"
4102,"other","Silvermoon Portal"
24534,"Legend","Upgrade!"
58027,"Legend","Medivh's Valet"
38041,"GrindTo10","Water Elemental"
4146,"other","Daring Reporter"
3100,"GrindTo10","Argent Commander"
540,"Legend","Awaken the Makers"
1706,"GrindTo15","Wicked Witchdoctor"
4805,"other","Razorpetal Volley"
3659,"GrindTo10","Deadly Poison"
4765,"GrindTo15","Temple Enforcer"
3227,"Rank10","Tidal Surge"
1891,"GrindTo10","Humility"
4772,"Rank15","Hemet, Jungle Hunter"
6612,"GrindTo10","Evolved Kobold"
3864,"other","The Last Kaleidosaur"
1420,"GrindTo15","Emerald Hive Queen"
4853,"other","Murloc Raider"
10188,"GrindToLegend","Jade Chieftain"
2068,"Rank5","Stranglethorn Tiger"
650,"GrindTo10","Spawn of N'Zoth"
1006,"GrindToLegend","Frozen Crusher"
807,"GrindToLegend","Possessed Villager"
471,"Rank10","Shieldbearer"
5907,"GrindToLegend","Vinecleaver"
138,"GrindTo5","Forbidden Ancient"
277,"GrindTo5","Raging Worgen"
250,"Rank5","Lorewalker Cho"
168,"Rank10","Southsea Squidface"
101200,"Rank15","Rockpool Hunter"
27513,"other","Argent Squire"
55204,"Rank10","Edwin VanCleef"
234527,"GrindTo15","Lyra the Sunshard"
88018,"other","Crackling Razormaw"
21033,"GrindTo15","Stone Sentinel"
610849,"GrindTo10","Tar Creeper"
60163,"Rank15","Loot Hoarder"
181965,"Rank15","Elise the Trailblazer"
87531,"GrindToLegend","Bilefin Tidehunter"
31662,"other","Infested Wolf"
51887,"other","Polymorph"
50728,"Legend","Swipe"
22472,"other","Meteor"
18166,"Legend","Aldor Peacekeeper"
59299,"GrindToLegend","Blessing of Kings"
58151,"GrindTo10","Defender of Argus"
22956,"Rank5","Servant of Kalimos"
5182,"other","Mind Blast"
43721,"GrindToLegend","Divine Favor"
56672,"Rank10","Heroic Strike"
8281,"GrindTo15","Starfire"
2162,"GrindTo15","Hired Gun"
1286,"Rank10","Malkorok"
3117,"GrindTo15","Polluted Hoarder"
7204,"Rank15","Lost in the Jungle"
3679,"GrindTo15","Mark of Nature"
1193,"Rank15","Blood Imp"
12932,"other","Ironbark Protector"
5233,"Rank15","Small-Time Buccaneer"
1543,"other","Master Swordsmith"
4792,"Rank15","Soul of the Forest"
16548,"GrindToLegend","Spirit Echo"
7511,"GrindToLegend","Water Elemental"
32028,"Legend","Jade Lightning"
2600,"Rank5","Bright-Eyed Scout"
3949,"Rank10","Evolved Kobold"
783,"GrindToLegend","Deadly Poison"
2057,"Rank5","Lost in the Jungle"
461,"Rank10","Mad Bomber"
857,"Rank10","Secretkeeper"
2422,"Rank10","Shadow Strike"
1961,"GrindToLegend","Jade Shuriken"
343,"Rank15","Dust Devil"
136,"GrindTo15","Ironforge Rifleman"
501,"GrindTo5","Cleave"
785,"Rank10","Sword of Justice"
444,"GrindTo5","Piranha Launcher"
244,"Rank15","Frost Shock"
360,"Legend","Darkshire Librarian"
822,"Legend","Ravasaur Runt"
275,"GrindToLegend","Murloc Raider"
1075,"Rank10","Argent Commander"
146,"Legend","Soggoth the Slitherer"
154,"Rank5","Stormcrack"
143,"Legend","Kara Kazham!"
100365,"Rank15","Leeroy Jenkins"
45218,"other","Counterspell"
13320,"other","Kalimos, Primal Lord"
41801,"other","Bluegill Warrior"
129262,"other","Stonehill Defender"
34086,"GrindTo15","Grimestreet Outfitter"
56126,"GrindTo10","Faceless Shambler"
44028,"Rank10","Razorpetal Lasher"
177999,"Rank15","The Curator"
166757,"GrindTo10","Glacial Shard"
32238,"other","Water Elemental"
7821,"other","Shadowflame"
28398,"GrindTo15","Pantry Spider"
96014,"Rank15","Mirror Entity"
142608,"Rank15","Alleycat"
171765,"GrindTo5","Rockpool Hunter"
41102,"other","Bilefin Tidehunter"
176099,"GrindTo10","Ragnaros, Lightlord"
49318,"Legend","Mimic Pod"
205878,"Rank15","Power Word: Shield"
158058,"Rank5","Mana Wyrm"
121606,"GrindToLegend","Hungry Crab"
5356,"Legend","Eaglehorn Bow"
9095,"GrindToLegend","Binding Heal"
36928,"other","Shimmering Tempest"
9193,"GrindTo15","Crazed Worshipper"
73533,"GrindTo10","Jinyu Waterspeaker"
210920,"GrindTo5","Elise the Trailblazer"
30735,"Rank5","Book Wyrm"
1026,"GrindToLegend","Freezing Trap"
84492,"GrindToLegend","Priest of the Feast"
679,"GrindToLegend","Blastcrystal Potion"
5799,"GrindTo15","King Mosh"
14146,"Rank15","Darkshire Councilman"
7300,"other","Arcane Explosion"
26903,"Rank10","Forbidden Healing"
12845,"GrindTo10","Journey Below"
4590,"Rank15","Lightfused Stegodon"
10929,"Rank10","Soulfire"
4563,"other","Humility"
1682,"Rank10","Unite the Murlocs"
2219,"GrindTo10","Selfless Hero"
3034,"Rank10","Volcanosaur"
1661,"Rank10","Forbidden Ritual"
385,"Rank10","Ancient Brewmaster"
323,"Rank15","Illidan Stormrage"
983,"Rank10","Prophet Velen"
651,"Legend","Cat Trick"
314,"Rank10","Celestial Dreamer"
446,"Rank15","Deadly Fork"
32324,"GrindTo15","Auchenai Soulpriest"
52348,"Rank10","Mortal Strike"
257732,"GrindTo5","Golakka Crawler"
33452,"GrindTo5","Loot Hoarder"
220689,"GrindTo15","Murloc Warleader"
12401,"GrindTo10","Lord Jaraxxus"
26565,"GrindTo10","Coldlight Oracle"
271648,"Rank10","Stonehill Defender"
40919,"other","Fiery Bat"
46785,"Rank10","Fire Plume's Heart"
27131,"other","Silence"
241550,"GrindTo10","Kabal Talonpriest"
34044,"other","Frost Nova"
19767,"Rank15","Tol'vir Warden"
4349,"other","Wisp"
111234,"Rank15","Wild Pyromancer"
95437,"Rank15","Equality"
167968,"Rank10","Firelands Portal"
76032,"Rank5","Mark of Y'Shaarj"
53865,"GrindTo10","Purify"
15133,"GrindTo15","Kabal Chemist"
4922,"Legend","Genzo, the Shark"
20623,"GrindTo15","Faerie Dragon"
130210,"Rank10","Shadow Visions"
36210,"GrindToLegend","Unleash the Hounds"
9012,"Rank15","Shadow Word: Horror"
1825,"other","Arcanosmith"
6748,"other","Starfall"
6558,"Rank10","Darkshire Alchemist"
5836,"GrindTo10","Keeper of the Grove"
1414,"GrindTo10","Explosive Shot"
7339,"Rank10","Shimmering Tempest"
11854,"GrindTo5","Open the Waygate"
1873,"Rank10","Harvest Golem"
115,"Rank15","Silithid Swarmer"
1281,"GrindTo10","Piranha Launcher"
2518,"GrindTo5","Shadow Madness"
731,"GrindTo5","Cornered Sentry"
1964,"GrindToLegend","Tidal Surge"
3255,"Rank5","Silverware Golem"
1319,"GrindToLegend","Volcanosaur"
5115,"GrindTo5","Grimestreet Informant"
2485,"GrindToLegend","Evolved Kobold"
159,"GrindToLegend","Prophet Velen"
666,"GrindToLegend","Argent Commander"
217,"Rank5","Blood Imp"
913,"Rank5","Soul of the Forest"
554,"Rank5","Argent Protector"
213,"GrindToLegend","Sword of Justice"
124,"Rank15","Validated Doomsayer"
208,"GrindToLegend","Forbidden Ritual"
458,"GrindTo5","Rockbiter Weapon"
149954,"GrindTo15","Dread Corsair"
186088,"GrindTo10","Kor'kron Elite"
87227,"GrindTo15","Book Wyrm"
39193,"Rank15","Divine Favor"
39711,"Rank15","Argent Squire"
165152,"Rank15","Shadow Word: Pain"
65831,"other","Eaglehorn Bow"
102381,"Rank5","Babbling Book"
5468,"GrindTo15","Voodoo Doctor"
89591,"Rank15","Polymorph"
58158,"Legend","Aya Blackpaw"
113598,"Rank15","Evolve"
1587,"Rank15","Guardian of Kings"
8524,"Rank15","Shadowflame"
1250,"Rank15","Scaled Nightmare"
140824,"GrindTo5","Living Mana"
3977,"GrindTo15","Gurubashi Berserker"
19730,"other","Mirror Image"
4760,"GrindTo15","Betrayal"
1755,"other","Imp Master"
4375,"other","Rallying Blade"
3839,"GrindTo15","Elven Archer"
2681,"GrindTo10","Thistle Tea"
6502,"GrindTo10","Kabal Chemist"
2252,"other","Carrion Grub"
14108,"GrindTo10","Faerie Dragon"
5503,"Rank5","Jade Shuriken"
9339,"GrindTo5","Tortollan Forager"
427,"GrindTo10","Forlorn Stalker"
1892,"GrindTo5","Cone of Cold"
1674,"Rank10","Stormforged Axe"
671,"GrindTo5","Sated Threshadon"
1909,"Rank10","Crazed Worshipper"
453,"Legend","Mukla, Tyrant of the Vale"
2168,"Rank10","Earth Elemental"
187,"GrindTo10","Blubber Baron"
1139,"Rank5","Abomination"
1196,"GrindTo5","Adaptation"
406,"GrindTo5","Lakkari Sacrifice"
374,"GrindToLegend","Soul of the Forest"
143,"GrindToLegend","Drain Life"
852,"Rank10","Cornered Sentry"
146934,"GrindTo15","Upgrade!"
384919,"GrindTo10","Southsea Deckhand"
15417,"Rank15","Molten Reflection"
45998,"other","Jade Behemoth"
93620,"Rank15","Dirty Rat"
53374,"Rank15","Crystalline Oracle"
357276,"GrindTo10","Babbling Book"
76590,"Rank10","Wild Growth"
89662,"Rank15","Glacial Shard"
96980,"Rank15","Gentle Megasaur"
65801,"GrindToLegend","Grimscale Chum"
85197,"GrindTo10","Divine Favor"
203074,"GrindTo10","Mark of the Lotus"
45634,"other","Earthen Scales"
61432,"Rank10","Execute"
10836,"GrindTo10","Shiv"
61947,"Rank15","Curious Glimmerroot"
83984,"Rank10","Hungry Crab"
61448,"Legend","Bloodsail Corsair"
6933,"Rank15","Stranglethorn Tiger"
10412,"Rank15","Potion of Polymorph"
6700,"Legend","Twilight Drake"
4456,"GrindTo15","Frost Elemental"
16174,"Rank10","Jade Chieftain"
25278,"Legend","Truesilver Champion"
14317,"GrindTo10","Jade Shuriken"
1253,"other","Zealous Initiate"
1290,"other","Bestial Wrath"
1450,"GrindTo15","Force of Nature"
4167,"Rank15","Blood To Ichor"
556,"other","Gadgetzan Socialite"
152,"other","Grook Fu Master"
6587,"Rank5","Eggnapper"
4250,"Rank10","Vinecleaver"
1937,"GrindTo10","Arcane Anomaly"
16213,"Rank10","Lay on Hands"
2300,"Rank5","Crazed Alchemist"
1571,"Rank15","Lorewalker Cho"
7339,"Rank5","Giant Anaconda"
1199,"GrindTo5","Secretkeeper"
3128,"GrindTo5","Volcanosaur"
586,"GrindTo10","Freezing Potion"
999,"Rank10","Frozen Crusher"
787,"Rank5","Feeding Time"
1668,"GrindTo5","Argent Commander"
2072,"GrindToLegend","Dinosize"
2343,"Legend","Coldlight Oracle"
168,"Rank10","Biteweed"
462,"Legend","Hunter's Mark"
154,"Rank10","Blade Flurry"
638,"Rank5","Unite the Murlocs"
160,"Rank10","Felguard"
127596,"GrindTo15","Naga Corsair"
5535,"GrindTo5","Smuggler's Run"
8674,"other","Call of the Wild"
282565,"GrindTo10","Shadow Word: Pain"
165119,"Rank15","Shadow Word: Death"
198493,"GrindTo10","Power of the Wild"
108264,"GrindToLegend","Savage Roar"
19458,"GrindTo15","Abusive Sergeant"
131872,"GrindToLegend","Doomsayer"
67926,"Rank10","Mark of the Lotus"
4184,"Rank10","Raptor Hatchling"
17072,"GrindTo10","Y'Shaarj, Rage Unbound"
110,"Legend","Cult Apothecary"
4165,"Rank15","Sea Giant"
14633,"Legend","SI:7 Agent"
6672,"GrindTo10","Doomcaller"
2657,"GrindTo15","Noble Sacrifice"
4941,"other","Cone of Cold"
4056,"other","Lord of the Arena"
67515,"Rank5","Glacial Shard"
428,"GrindTo5","Twilight Geomancer"
2897,"GrindTo15","Menagerie Magician"
5224,"GrindTo5","Lord Jaraxxus"
5921,"Rank10","Devilsaur Egg"
1027,"GrindTo15","Lotus Assassin"
485,"Rank15","Summoning Portal"
2510,"GrindTo15","Holy Light"
5431,"Rank10","Razorpetal Volley"
3167,"Rank5","Shadowflame"
424,"Rank15","Ancient of Lore"
380,"Rank15","Alarm-o-Bot"
615,"Rank10","Giant Mastodon"
151,"Rank5","Arcane Explosion"
154,"Rank10","Eternal Sentinel"
405,"GrindTo10","Assassin's Blade"
238423,"GrindTo15","Ice Barrier"
61572,"GrindToLegend","Spellbreaker"
3939,"other","Swamp King Dred"
8780,"other","Blowgill Sniper"
283624,"Rank15","Frostbolt"
60082,"GrindTo10","Shaku, the Collector"
160679,"GrindTo10","Bilefin Tidehunter"
126819,"Rank5","Eater of Secrets"
14017,"GrindTo15","Wisp"
319091,"GrindTo10","Counterspell"
25826,"GrindToLegend","Rat Pack"
64030,"Rank10","Novice Engineer"
164713,"GrindToLegend","Swipe"
87601,"GrindToLegend","Dragonfire Potion"
19421,"Rank5","Acidic Swamp Ooze"
25155,"other","Drakonid Operative"
107058,"GrindToLegend","Enchanted Raven"
79093,"GrindTo10","Forbidden Healing"
1070,"Legend","Dark Arakkoa"
59249,"GrindTo10","Burgly Bully"
1803,"other","Far Sight"
92899,"GrindTo5","Curious Glimmerroot"
6986,"GrindTo5","Potion of Polymorph"
176543,"GrindToLegend","Jade Lightning"
32343,"GrindToLegend","Divine Spirit"
35431,"GrindTo10","Binding Heal"
3966,"Rank15","Verdant Longneck"
7073,"Rank15","Steam Surger"
4701,"other","Gorehowl"
2274,"Rank15","Twilight Darkmender"
5938,"Rank10","The Black Knight"
1204,"Rank15","Nerubian Prophet"
2777,"other","Frozen Crusher"
1917,"Rank5","Tyrantus"
408,"Rank15","Tauren Warrior"
1868,"GrindToLegend","Hallazeal the Ascended"
3479,"Legend","Purify"
2486,"GrindTo5","Steam Surger"
948,"Rank5","Sinister Strike"
131,"Legend","Lunar Visions"
620,"Rank15","Stormwind Knight"
562,"GrindTo5","Leper Gnome"
161,"Rank10","Giant Sand Worm"
106,"Rank5","Street Trickster"
102,"GrindToLegend","Kara Kazham!"
229,"Legend","Inkmaster Solia"
162,"Rank10","Ultrasaur"
136,"GrindToLegend","Bite"
13519,"GrindTo15","Small-Time Buccaneer"
326295,"GrindTo15","Alleycat"
55872,"other","Shadowstep"
297820,"GrindTo15","The Curator"
51884,"Rank15","Frost Nova"
181044,"GrindTo15","Rockpool Hunter"
26070,"GrindTo10","Soulfire"
33302,"GrindTo15","Darkshire Councilman"
93961,"GrindTo10","Sherazin, Corpse Flower"
153223,"GrindToLegend","Acolyte of Pain"
270917,"GrindTo15","Elise the Trailblazer"
50375,"GrindTo10","Kazakus"
7842,"other","Stegodon"
89443,"GrindTo10","Archmage Antonidas"
11977,"GrindTo15","Lightfused Stegodon"
43026,"Legend","Mana Wyrm"
80892,"GrindToLegend","Feral Rage"
173285,"GrindTo10","Yogg-Saron, Hope's End"
7920,"other","Starving Buzzard"
157143,"GrindToLegend","Primalfin Totem"
18687,"GrindTo10","Pint-Size Potion"
63844,"Rank10","Living Mana"
65182,"Rank10","Kirin Tor Mage"
88359,"GrindToLegend","Nourish"
4295,"other","Cult Sorcerer"
31362,"GrindTo15","Undercity Huckster"
588,"Rank15","Force of Nature"
20784,"GrindTo10","Moonglade Portal"
8351,"other","Feral Spirit"
2474,"Rank15","Jungle Panther"
2359,"other","Moat Lurker"
3102,"Rank15","Mind Blast"
3622,"other","Oasis Snapjaw"
882,"GrindTo15","Frost Shock"
71341,"Rank5","Meteor"
3606,"other","Dispatch Kodo"
10021,"GrindTo10","Evolving Spores"
1214,"GrindTo15","Deadly Fork"
58445,"Rank5","Polymorph"
2161,"GrindTo15","Sacrificial Pact"
3421,"Rank10","Doomcaller"
3001,"Rank10","Lotus Agents"
6551,"GrindToLegend","Mirror Image"
13322,"Rank5","Infested Wolf"
2014,"GrindTo10","On the Hunt"
1838,"Rank15","A Light in the Darkness"
708,"Rank15","Princess Huhuran"
2258,"other","Spirit Claws"
229,"other","Nat, the Darkfisher"
1649,"GrindTo5","Forbidden Flame"
5275,"Legend","Servant of Kalimos"
433,"Rank10","Iron Hide"
298,"other","Faceless Behemoth"
196,"GrindTo5","Nozdormu"
483,"Rank5","Ironbark Protector"
107,"GrindToLegend","Friendly Bartender"
74964,"Rank10","Gentle Megasaur"
80704,"other","Unleash the Hounds"
26295,"other","Edwin VanCleef"
307799,"GrindTo15","Medivh, the Guardian"
85046,"GrindToLegend","Igneous Elemental"
5970,"other","Injured Blademaster"
18687,"other","Mortal Coil"
2834,"other","Envenom Weapon"
84979,"GrindToLegend","Yogg-Saron, Hope's End"
50981,"Rank5","Mirror Entity"
21292,"GrindTo15","Twin Emperor Vek'lor"
1605,"Rank5","Call in the Finishers"
12136,"Rank15","Menagerie Warden"
6563,"GrindTo15","Cruel Dinomancer"
115022,"Rank5","Fiery War Axe"
33154,"Rank10","Crystalline Oracle"
7946,"GrindTo15","Earth Shock"
37578,"GrindToLegend","Razorpetal Lasher"
197,"other","The Boogeymonster"
4583,"GrindTo15","Friendly Bartender"
52314,"Rank10","Curious Glimmerroot"
12903,"Rank15","Silverware Golem"
9933,"GrindTo5","Menagerie Warden"
3155,"GrindTo15","Rampage"
703,"GrindTo15","Lotus Illusionist"
14350,"Rank5","Infested Tauren"
9364,"Rank5","Undercity Huckster"
3065,"Rank10","Blood To Ichor"
4665,"Rank10","Potion of Polymorph"
1886,"Rank10","Crazed Alchemist"
34677,"GrindToLegend","Sherazin, Corpse Flower"
2761,"Rank10","Tar Lurker"
1515,"GrindTo5","Terrorscale Stalker"
15692,"GrindToLegend","Cold Blood"
390,"Rank10","Raging Worgen"
244,"Legend","Earth Elemental"
460,"Rank10","Arcane Explosion"
6262,"GrindToLegend","Moonglade Portal"
3470,"GrindToLegend","Soulfire"
276,"GrindTo10","Forbidden Ancient"
441,"Legend","Ethereal Arcanist"
198,"GrindTo10","Alarm-o-Bot"
517,"Rank5","Herald Volazj"
253,"Rank15","Greater Arcane Missiles"
371,"GrindTo15","Blubber Baron"
286,"Legend","Crazed Worshipper"
314,"GrindTo10","Ancient of Lore"
199,"GrindTo5","Stormcrack"
239,"Legend","Stormforged Axe"
166,"Rank5","Sacrificial Pact"
258,"Rank5","Lotus Assassin"
123,"GrindTo10","Summoning Portal"
112,"GrindTo10","Frostwolf Grunt"
105,"Rank15","Warsong Commander"
251,"GrindToLegend","Shieldbearer"
9794,"GrindTo15","Felfire Potion"
134359,"GrindTo15","Finja, the Flying Star"
86845,"GrindTo15","Frost Nova"
58587,"other","Wild Growth"
672508,"GrindTo10","Primordial Drake"
76003,"Rank5","Gentle Megasaur"
32630,"other","Savage Roar"
88771,"GrindTo5","Savannah Highmane"
1537,"other","Holy Wrath"
389266,"GrindTo5","Arcanologist"
