predator_class,predator_name,num_patches_killed
PALADIN,Lowly Squire,2
SHAMAN,The Black Knight,2
ROGUE,Cult Apothecary,2
WARLOCK,Corrupted Healbot,2
ROGUE,Malkorok,2
WARRIOR,Shieldbearer,2
SHAMAN,Anomalus,2
DRUID,Frostwolf Grunt,2
SHAMAN,Clockwork Knight,2
DRUID,Jeweled Scarab,2
SHAMAN,Herald Volazj,2
DRUID,Druid of the Flame,2
WARLOCK,Recruiter,2
HUNTER,Ironbeak Owl,2
WARLOCK,Pit Lord,2
MAGE,Ancient of Lore,2
WARLOCK,Wrath of Air Totem,2
MAGE,Cult Master,2
WARLOCK,Kill Command,2
PALADIN,Argent Watchman,2
WARRIOR,Infested Wolf,2
PALADIN,Master Jouster,2
DRUID,Voodoo Doctor,2
PALADIN,Gnomish Inventor,2
MAGE,Illidan Stormrage,2
PRIEST,Gadgetzan Socialite,2
PRIEST,Kidnapper,2
PRIEST,Defender,2
PRIEST,Succubus,2
PRIEST,Twilight Geomancer,2
ROGUE,Felfire Potion,2
SHAMAN,Worgen Greaser,2
ROGUE,Tundra Rhino,2
SHAMAN,Stormpike Commando,2
SHAMAN,Steward,2
SHAMAN,Demented Frostcaller,2
SHAMAN,Imp Master,2
WARLOCK,Frostwolf Warlord,2
SHAMAN,Drakonid Crusher,2
WARLOCK,Lotus Agents,2
WARLOCK,Streetwise Investigator,2
WARLOCK,Webspinner,2
WARLOCK,Reliquary Seeker,2
WARLOCK,Ooze,2
DRUID,Shieldbearer,2
WARLOCK,Sorcerer's Apprentice,2
DRUID,Lotus Assassin,2
WARRIOR,The Mistcaller,2
DRUID,Usher of Souls,2
WARRIOR,Mind Spike,2
DRUID,Shifter Zerus,2
MAGE,Squirming Tentacle,2
DRUID,Tanaris Hogchopper,2
MAGE,Possessed Villager,2
MAGE,Grimestreet Smuggler,2
PALADIN,Kor'kron Elite,2
PRIEST,Hired Gun,2
ROGUE,Knife Juggler,2
PRIEST,Starfall,2
ROGUE,Stampeding Kodo,2
SHAMAN,Rat,2
SHAMAN,Prince Malchezaar,2
WARRIOR,Big Game Hunter,2
WARLOCK,Desert Camel,2
DRUID,Dart Trap,2
WARLOCK,Lava Shock,2
DRUID,Mortal Strike,2
WARRIOR,Undercity Valiant,2
HUNTER,Bash,2
DRUID,Recruiter,2
HUNTER,Piranha,2
DRUID,"Shaku, the Collector",2
MAGE,Baine Bloodhoof,2
DRUID,Druid of the Claw,2
MAGE,Holy Champion,2
HUNTER,Baine Bloodhoof,2
MAGE,Defender of Argus,2
SHAMAN,Fandral Staghelm,2
MAGE,Druid of the Flame,2
SHAMAN,Confessor Paletress,2
SHAMAN,Avian Watcher,2
SHAMAN,Stablemaster,2
SHAMAN,Carrion Grub,2
SHAMAN,Malygos,2
SHAMAN,"Y'Shaarj, Rage Unbound",2
WARLOCK,Twilight Whelp,2
WARRIOR,Garrison Commander,2
WARLOCK,Buccaneer,2
DRUID,Darkshire Councilman,2
WARRIOR,Mana Wyrm,2
MAGE,Confessor Paletress,2
WARRIOR,Gnoll,2
MAGE,Black Whelp,2
DRUID,Murloc Razorgill,2
PRIEST,Worgen Greaser,2
DRUID,Darkshire Alchemist,2
SHAMAN,Darkshire Alchemist,2
DRUID,Ancient Brewmaster,2
SHAMAN,Shadow Bolt,2
HUNTER,Bloodfen Raptor,2
SHAMAN,Ancient Brewmaster,2
MAGE,Cleave,2
WARRIOR,Oasis Snapjaw,2
PALADIN,Bash,2
WARRIOR,Void Terror,2
PRIEST,Lord Jaraxxus,2
DRUID,Silvermoon Guardian,2
SHAMAN,Giant Sand Worm,2
MAGE,Mysterious Challenger,2
SHAMAN,Sen'jin Shieldmasta,2
WARRIOR,Twilight Summoner,2
SHAMAN,Grotesque Dragonhawk,2
DRUID,Earth Elemental,2
WARLOCK,Axe Flinger,2
DRUID,Avian Watcher,2
WARLOCK,Holy Champion,2
DRUID,Windfury Harpy,2
WARLOCK,Lotus Assassin,2
PRIEST,Gadgetzan Jouster,2
WARLOCK,Gadgetzan Socialite,2
PRIEST,Emperor Cobra,2
WARLOCK,Venture Co. Mercenary,2
PRIEST,Spawn of Shadows,2
DRUID,Succubus,2
ROGUE,Runic Egg,2
DRUID,Gadgetzan Socialite,2
SHAMAN,"Genzo, the Shark",2
MAGE,Garrison Commander,2
SHAMAN,Mortal Strike,2
MAGE,Blood Knight,2
SHAMAN,Sparring Partner,2
PRIEST,Flame Imp,2
SHAMAN,Moat Lurker,2
WARLOCK,Dragon's Breath,2
WARLOCK,Grimscale Chum,2
WARRIOR,Circle of Healing,2
WARLOCK,Zoobot,2
HUNTER,Squirming Tentacle,2
WARLOCK,Jade Golem,2
PRIEST,Spawn of N'Zoth,2
WARRIOR,Questing Adventurer,2
PRIEST,Crowd Favorite,2
WARRIOR,Master Jouster,2
ROGUE,Streetwise Investigator,2
DRUID,Warhorse Trainer,2
ROGUE,Infested Wolf,2
DRUID,Boneguard Lieutenant,2
SHAMAN,Frostwolf Grunt,2
DRUID,"Nat, the Darkfisher",2
SHAMAN,Aldor Peacekeeper,2
HUNTER,Whirlwind,2
SHAMAN,Windspeaker,2
MAGE,Void Terror,2
DRUID,Fjola Lightbane,2
MAGE,Gadgetzan Ferryman,2
PRIEST,Shieldbearer,2
MAGE,Knight of the Wild,2
PRIEST,Gnoll,2
ROGUE,Meanstreet Marshal,2
SHAMAN,Cryomancer,2
SHAMAN,Deadly Fork,2
SHAMAN,Bloodfen Raptor,2
WARLOCK,Grimestreet Smuggler,2
WARLOCK,"Genzo, the Shark",2
WARLOCK,Malygos,2
WARLOCK,Mana Wyrm,2
WARRIOR,Tuskarr Jouster,2
WARLOCK,Jade Shuriken,2
DRUID,Psych-o-Tron,2
PALADIN,Twin Emperor Vek'nilash,2
MAGE,Arcane Golem,2
WARLOCK,Shifting Shade,2
ROGUE,"Nat, the Darkfisher",2
DRUID,SI:7 Agent,2
ROGUE,Gadgetzan Socialite,2
DRUID,Evil Heckler,2
SHAMAN,Fen Creeper,2
DRUID,Grand Crusader,2
SHAMAN,Scaled Nightmare,2
DRUID,Arcanosmith,2
WARLOCK,Ironfur Grizzly,2
PALADIN,Mortal Strike,2
DRUID,White Eyes,2
PRIEST,Cyclopian Horror,2
MAGE,Daring Reporter,2
ROGUE,Raza the Chained,2
MAGE,Fireblast Rank 2,2
WARRIOR,Lava Burst,2
PALADIN,Warhorse Trainer,2
WARRIOR,Snipe,2
SHAMAN,Firebloom Toxin,2
MAGE,Voodoo Doctor,2
SHAMAN,Frostwolf Warlord,2
MAGE,Millhouse Manastorm,2
WARLOCK,Silent Knight,2
MAGE,Coldlight Seer,2
PRIEST,Boneguard Lieutenant,2
MAGE,Wickerflame Burnbristle,2
ROGUE,Fallen Hero,2
ROGUE,Injured Kvaldir,2
ROGUE,Stormwind Knight,2
ROGUE,Injured Blademaster,2
SHAMAN,Dreadsteed,2
SHAMAN,Thrallmar Farseer,2
SHAMAN,Pint-Sized Summoner,2
SHAMAN,Boar,2
HUNTER,Doppelgangster,2
WARLOCK,Dreadscale,2
ROGUE,Flamestrike,2
DRUID,Earth Shock,2
PRIEST,Darkshire Librarian,2
MAGE,Lava Burst,2
ROGUE,Grimestreet Protector,2
PRIEST,Perdition's Blade,2
SHAMAN,Captured Jormungar,2
ROGUE,Medivh's Valet,2
WARLOCK,Naga Corsair,2
ROGUE,Stonetusk Boar,2
WARRIOR,Varian Wrynn,2
SHAMAN,Nightblade,2
PRIEST,Jade Golem,2
DRUID,Cyclopian Horror,2
PRIEST,Hammer of Wrath,2
MAGE,Voidwalker,2
WARLOCK,Ironforge Rifleman,2
WARLOCK,Explosive Trap,2
WARLOCK,Astral Communion,2
MAGE,Sleep with the Fishes,2
WARRIOR,Doppelgangster,2
PRIEST,Eater of Secrets,2
DRUID,"Medivh, the Guardian",2
PRIEST,Steward of Darkshire,2
DRUID,Elven Archer,2
PRIEST,Leeroy Jenkins,2
MAGE,Murloc Raider,2
ROGUE,Ancient of War,2
MAGE,Eadric the Pure,2
DRUID,Ancient of Lore,2
MAGE,Twin Emperor Vek'nilash,2
SHAMAN,Stormwind Knight,2
PRIEST,Frigid Snobold,2
SHAMAN,Dreadscale,2
ROGUE,Youthful Brewmaster,2
WARRIOR,Master of Evolution,2
WARLOCK,Manic Soulcaster,2
MAGE,Master Jouster,2
WARLOCK,Shadowfiend,2
PRIEST,Tomb Spider,2
WARRIOR,Gruul,2
WARRIOR,Anomalus,2
DRUID,Jade Golem,2
WARRIOR,Mogu'shan Warden,2
DRUID,Silver Hand Regent,2
HUNTER,Stormpike Commando,2
HUNTER,Auctionmaster Beardo,2
PRIEST,Shadowcaster,2
MAGE,Defias Ringleader,2
SHAMAN,Cloaked Huntress,2
PRIEST,Sparring Partner,2
WARLOCK,Fandral Staghelm,2
ROGUE,Cryomancer,2
WARRIOR,Injured Kvaldir,2
SHAMAN,Rhonin,2
WARRIOR,Fiery Bat,2
SHAMAN,Servant of Yogg-Saron,2
DRUID,Zealous Initiate,2
WARRIOR,Eviscerate,2
HUNTER,Hammer of Wrath,2
WARRIOR,Raza the Chained,2
MAGE,Shady Dealer,2
PRIEST,Southsea Squidface,2
ROGUE,Houndmaster,2
SHAMAN,Psych-o-Tron,2
WARLOCK,Cleave,2
SHAMAN,Grand Crusader,2
DRUID,Kvaldir Raider,2
WARRIOR,"Deathwing, Dragonlord",2
MAGE,Rend Blackhand,2
WARRIOR,Blizzard,2
WARLOCK,Virmen Sensei,2
MAGE,Tauren Warrior,2
WARRIOR,Elven Archer,2
ROGUE,Mortal Coil,2
MAGE,Steward,2
WARLOCK,Fencing Coach,2
ROGUE,Scarlet Crusader,2
PRIEST,Grim Patron,2
SHAMAN,Druid of the Saber,2
DRUID,Lava Burst,2
WARRIOR,Jade Golem,2
PRIEST,Fiery Bat,2
MAGE,Bash,2
ROGUE,Arcane Missiles,2
PRIEST,Swipe,2
ROGUE,Ironforge Rifleman,2
PRIEST,Reliquary Seeker,2
SHAMAN,Gadgetzan Ferryman,2
PALADIN,Ancient Watcher,2
WARRIOR,Fencing Coach,2
PRIEST,Hungry Crab,2
WARRIOR,Piranha,2
SHAMAN,Whirlwind,2
SHAMAN,Fan of Knives,2
HUNTER,Blood To Ichor,2
HUNTER,Ysera Awakens,2
SHAMAN,Novice Engineer,2
PALADIN,Nexus-Champion Saraad,2
MAGE,Lava Shock,2
PRIEST,"Nat, the Darkfisher",2
DRUID,Drakonid Operative,2
ROGUE,Bilefin Tidehunter,2
DRUID,Summoning Stone,2
DRUID,Rat Pack,2
MAGE,Keeper of the Grove,2
ROGUE,Friendly Bartender,2
MAGE,Malkorok,2
WARLOCK,Starfire,2
MAGE,Swashburglar,2
WARRIOR,Kill Command,2
MAGE,Shaky Zipgunner,2
WARRIOR,Twilight Flamecaller,2
PALADIN,Volcanic Potion,2
WARRIOR,Young Dragonhawk,2
ROGUE,Auchenai Soulpriest,2
DRUID,Jade Golem,2
ROGUE,Museum Curator,2
DRUID,Fight Promoter,2
SHAMAN,Silithid Swarmer,2
DRUID,Meanstreet Marshal,2
SHAMAN,Dragon Consort,2
MAGE,Injured Kvaldir,2
WARRIOR,King Mukla,2
MAGE,Slime,2
DRUID,Fencing Coach,2
MAGE,Gormok the Impaler,2
DRUID,Doomcaller,2
PRIEST,Medivh's Valet,2
MAGE,Explosive Shot,2
PRIEST,Fossilized Devilsaur,2
PRIEST,Oasis Snapjaw,2
PRIEST,Millhouse Manastorm,2
ROGUE,Boneguard Lieutenant,2
PRIEST,Razorfen Hunter,2
ROGUE,Mogu'shan Warden,2
PRIEST,Jade Golem,2
SHAMAN,Saboteur,2
PRIEST,Anubisath Sentinel,2
WARLOCK,Cloaked Huntress,2
PRIEST,Ancient Shade,2
WARLOCK,Kobold Geomancer,2
ROGUE,Darkshire Alchemist,2
WARLOCK,Murloc Knight,2
SHAMAN,Dragonkin Sorcerer,2
WARLOCK,"Nat, the Darkfisher",2
WARLOCK,Shadow Strike,2
WARRIOR,Nexus-Champion Saraad,2
WARLOCK,Malkorok,2
DRUID,Hallazeal the Ascended,2
DRUID,Mummy Zombie,2
HUNTER,Frothing Berserker,2
HUNTER,Zoobot,2
MAGE,Nozdormu,2
PALADIN,Hired Gun,2
PALADIN,Djinni of Zephyrs,2
PRIEST,Rend Blackhand,2
PALADIN,Big Bad Wolf,2
PRIEST,Tanaris Hogchopper,2
PRIEST,Sorcerer's Apprentice,2
SHAMAN,Hogger,2
ROGUE,Daring Reporter,2
SHAMAN,C'Thun's Chosen,2
SHAMAN,Fierce Monkey,2
WARLOCK,Burgly Bully,2
WARLOCK,Al'Akir the Windlord,2
WARLOCK,Seadevil Stinger,2
WARLOCK,King Mukla,2
WARLOCK,Eydis Darkbane,2
DRUID,Big Game Hunter,2
WARRIOR,Frigid Snobold,2
PRIEST,Grimy Gadgeteer,2
WARRIOR,Evil Heckler,2
SHAMAN,Cult Sorcerer,2
DRUID,"Genzo, the Shark",2
WARLOCK,Earth Shock,2
PRIEST,Flesheating Ghoul,2
HUNTER,Keeper of Uldaman,2
PRIEST,Magnataur Alpha,2
MAGE,Snipe,2
ROGUE,Sorcerer's Apprentice,2
PRIEST,Master of Ceremonies,2
ROGUE,Kabal Courier,2
ROGUE,Dark Peddler,2
SHAMAN,Kirin Tor Mage,2
SHAMAN,Twisted Worgen,2
SHAMAN,Manic Soulcaster,2
SHAMAN,Lotus Assassin,2
SHAMAN,Eater of Secrets,2
WARLOCK,Wicked Witchdoctor,2
SHAMAN,Scavenging Hyena,2
WARLOCK,Gnoll,2
WARLOCK,Carrion Grub,2
WARRIOR,Magnataur Alpha,2
WARLOCK,Jade Golem,2
WARRIOR,Pit Lord,2
WARRIOR,Flamewaker,2
WARRIOR,Millhouse Manastorm,2
DRUID,Knuckles,2
HUNTER,Cruel Taskmaster,2
PALADIN,Tundra Rhino,2
MAGE,Mortal Strike,2
PRIEST,Shaky Zipgunner,2
MAGE,Pit Lord,2
PRIEST,Starving Buzzard,2
PRIEST,Stranglethorn Tiger,2
SHAMAN,Ethereal Conjurer,2
WARLOCK,Stormpike Commando,2
SHAMAN,Injured Blademaster,2
PALADIN,Flame Imp,2
SHAMAN,SI:7 Agent,2
PRIEST,Patient Assassin,2
WARRIOR,Firelands Portal,2
DRUID,"Mukla, Tyrant of the Vale",2
WARRIOR,Selfless Hero,2
DRUID,Eydis Darkbane,2
WARRIOR,Kazakus Potion,2
MAGE,Museum Curator,2
DRUID,Jade Chieftain,2
MAGE,Sparring Partner,2
DRUID,Buccaneer,2
PALADIN,Bog Creeper,2
ROGUE,Avenging Wrath,2
WARLOCK,Celestial Dreamer,2
ROGUE,Wobbling Runts,2
WARLOCK,Alleycat,2
SHAMAN,Justicar Trueheart,2
WARLOCK,The Black Knight,2
WARLOCK,Argent Commander,2
WARRIOR,Scarlet Crusader,2
WARLOCK,Doomcaller,2
WARRIOR,Mana Geode,2
WARLOCK,Bladed Cultist,2
DRUID,Thunder Bluff Valiant,2
WARLOCK,Imp,2
DRUID,Mortal Coil,2
HUNTER,Mind Control Tech,2
MAGE,Wrath,2
MAGE,Dust Devil,2
MAGE,Fireguard Destroyer,2
PALADIN,Ysera,2
SHAMAN,Undercity Huckster,2
PRIEST,Stablemaster,2
WARLOCK,Addled Grizzly,2
WARRIOR,Dalaran Aspirant,2
WARRIOR,Zoobot,2
WARLOCK,Violet Teacher,2
HUNTER,Alexstrasza's Champion,2
DRUID,Demented Frostcaller,2
HUNTER,Book Wyrm,2
MAGE,Laughing Sister,2
MAGE,Gnoll,2
ROGUE,Shadowflame,2
MAGE,The Black Knight,2
SHAMAN,Leatherclad Hogleader,2
PALADIN,Water Elemental,2
SHAMAN,Cabal Shadow Priest,2
PRIEST,Violet Teacher,2
SHAMAN,Kooky Chemist,2
SHAMAN,Arathi Weaponsmith,2
SHAMAN,Druid of the Flame,2
WARLOCK,Holy Fire,2
WARLOCK,Drakonid Operative,2
WARLOCK,Street Trickster,2
DRUID,Mad Bomber,2
WARLOCK,Grotesque Dragonhawk,2
PALADIN,Crazed Alchemist,2
WARLOCK,Blubber Baron,2
PRIEST,Animated Armor,2
DRUID,Wrathguard,2
PRIEST,Argent Watchman,2
MAGE,Twin Emperor Vek'lor,2
WARLOCK,Bolf Ramshield,2
ROGUE,Wrath,2
WARRIOR,Chromaggus,2
SHAMAN,Djinni of Zephyrs,2
WARRIOR,Tomb Spider,2
SHAMAN,Unlicensed Apothecary,2
WARRIOR,Arcane Giant,2
SHAMAN,Mana Addict,2
DRUID,Nerubian Prophet,2
WARLOCK,Shield Slam,2
DRUID,Jinyu Waterspeaker,2
WARLOCK,Netherspite Historian,2
MAGE,Temple Enforcer,2
WARRIOR,"Yogg-Saron, Hope's End",2
PALADIN,Frothing Berserker,2
DRUID,Maiden of the Lake,2
PRIEST,Backstreet Leper,2
DRUID,"Hogger, Doom of Elwynn",2
SHAMAN,Crowd Favorite,2
PALADIN,Zoobot,2
WARRIOR,Nozdormu,2
PRIEST,Possessed Villager,2
WARRIOR,Fen Creeper,2
SHAMAN,Celestial Dreamer,2
MAGE,Silverware Golem,2
SHAMAN,The Skeleton Knight,2
PRIEST,Cult Sorcerer,2
SHAMAN,Kabal Crystal Runner,2
WARLOCK,Fan of Knives,2
WARLOCK,Powershot,2
WARLOCK,Thunder Bluff Valiant,2
PALADIN,Spirit Wolf,2
WARRIOR,The Boogeymonster,2
WARLOCK,Fiery Bat,2
DRUID,Injured Blademaster,2
WARLOCK,Angry Chicken,2
DRUID,Backstreet Leper,2
WARRIOR,Mana Addict,2
MAGE,Flame of Azzinoth,2
WARRIOR,Onyxia,2
PALADIN,Seadevil Stinger,2
DRUID,The Skeleton Knight,2
PRIEST,Desert Camel,2
MAGE,Shiv,2
PRIEST,Defias Ringleader,2
MAGE,Fan of Knives,2
PRIEST,Houndmaster,2
MAGE,Carrion Grub,2
PRIEST,Weasel Tunneler,2
PALADIN,Fan of Knives,2
WARLOCK,Stranglethorn Tiger,2
SHAMAN,Gurubashi Berserker,2
WARLOCK,Lightspawn,2
SHAMAN,Kvaldir Raider,2
DRUID,Ethereal Peddler,2
SHAMAN,Ethereal Arcanist,2
HUNTER,SI:7 Agent,2
WARLOCK,Inkmaster Solia,2
MAGE,Jungle Panther,2
DRUID,Bladed Cultist,2
PRIEST,Moat Lurker,2
MAGE,Vilefin Inquisitor,2
PRIEST,King's Elekk,2
PRIEST,Broom,2
SHAMAN,Naga Sea Witch,2
ROGUE,Starfall,2
WARRIOR,Forgotten Torch,2
SHAMAN,Reckless Rocketeer,2
DRUID,The Black Knight,2
WARLOCK,Kabal Talonpriest,2
PALADIN,Dreadscale,2
DRUID,Young Dragonhawk,2
DRUID,Southsea Captain,2
DRUID,Northshire Cleric,2
DRUID,Murloc Scout,2
PRIEST,Imp,2
DRUID,Twilight Drake,2
ROGUE,Dark Iron Dwarf,2
SHAMAN,Tiny Knight of Evil,2
SHAMAN,Slam,2
SHAMAN,Tuskarr Jouster,2
DRUID,Questing Adventurer,2
SHAMAN,Doomguard,2
DRUID,Timepiece of Horror,2
WARLOCK,Bloodfen Raptor,2
PRIEST,Forked Lightning,2
WARRIOR,Steward,2
SHAMAN,Mortal Coil,2
MAGE,Master of Disguise,2
SHAMAN,Luckydo Buccaneer,2
WARLOCK,Mounted Raptor,2
DRUID,Starving Buzzard,2
WARLOCK,Coliseum Manager,2
PRIEST,Master of Disguise,2
WARLOCK,Silver Hand Recruit,2
PRIEST,Doomcaller,2
WARRIOR,Twilight Whelp,2
ROGUE,Thrallmar Farseer,2
MAGE,Grimy Gadgeteer,2
ROGUE,Ancient Shieldbearer,2
MAGE,Tuskarr Totemic,2
ROGUE,Hungry Dragon,2
SHAMAN,Ice Rager,2
WARLOCK,Mortal Strike,2
SHAMAN,Chillwind Yeti,2
WARLOCK,Multi-Shot,2
WARLOCK,Rumbling Elemental,2
PALADIN,Violet Teacher,2
WARRIOR,Wildwalker,2
HUNTER,Abomination,2
WARRIOR,Friendly Bartender,2
MAGE,Silver Hand Regent,2
DRUID,Alley Armorsmith,2
MAGE,Living Roots,2
DRUID,Ironforge Rifleman,2
PALADIN,Lance Carrier,2
PALADIN,Snipe,2
SHAMAN,Infested Wolf,2
SHAMAN,Wrathguard,2
SHAMAN,Eydis Darkbane,2
WARLOCK,Fireblast Rank 2,2
SHAMAN,Acidmaw,2
WARRIOR,"N'Zoth, the Corruptor",2
WARLOCK,Vilefin Inquisitor,2
MAGE,Avenging Wrath,2
WARLOCK,Flame Lance,2
PALADIN,Blubber Baron,2
WARLOCK,Keeper of the Grove,2
ROGUE,Violet Illusionist,2
WARRIOR,On the Hunt,2
SHAMAN,Defias Ringleader,2
WARRIOR,Gadgetzan Auctioneer,2
WARLOCK,Imp Master,2
HUNTER,Garrosh Hellscream,2
WARRIOR,Manic Soulcaster,2
PALADIN,Lightning Bolt,2
WARRIOR,Shadow Strike,2
SHAMAN,Red Mana Wyrm,2
DRUID,Priest of the Feast,2
WARLOCK,Wild Pyromancer,2
WARRIOR,Murloc Knight,2
WARRIOR,The Skeleton Knight,2
DRUID,Squirming Tentacle,2
MAGE,Sergeant Sally,2
SHAMAN,Spiked Hogrider,2
SHAMAN,Arcane Missiles,2
WARRIOR,Leokk,2
WARLOCK,Argent Watchman,2
HUNTER,Gormok the Impaler,2
MAGE,Archmage,2
DRUID,Mukla's Champion,2
PRIEST,Rhonin,2
ROGUE,Voidwalker,2
MAGE,Fjola Lightbane,2
WARLOCK,Living Roots,2
ROGUE,Forbidden Flame,2
WARLOCK,Fire Elemental,2
MAGE,Flesheating Ghoul,1
DRUID,Lightwarden,1
PALADIN,Burgly Bully,1
DRUID,Dreadscale,1
ROGUE,Wrathion,1
MAGE,Coldarra Drake,1
SHAMAN,Don Han'Cho,1
MAGE,Fel Orc Soulfiend,1
WARLOCK,Slime,1
PRIEST,Tundra Rhino,1
WARRIOR,Unlicensed Apothecary,1
ROGUE,Silverware Golem,1
WARRIOR,Tinkmaster Overspark,1
ROGUE,Celestial Dreamer,1
WARRIOR,Twisted Worgen,1
WARLOCK,Swashburglar,1
DRUID,Unbound Elemental,1
WARLOCK,Cho'gall,1
DRUID,Rend Blackhand,1
DRUID,Timber Wolf,1
DRUID,Ethereal Arcanist,1
DRUID,Armored Warhorse,1
HUNTER,Flametongue Totem,1
DRUID,Venture Co. Mercenary,1
MAGE,Hobart Grapplehammer,1
MAGE,Ancient Harbinger,1
PRIEST,Pint-Sized Summoner,1
MAGE,Murloc Knight,1
ROGUE,Hogger,1
MAGE,Cruel Taskmaster,1
SHAMAN,Nerubian,1
PALADIN,Maiden of the Lake,1
WARLOCK,Ethereal Peddler,1
PALADIN,Ram Wrangler,1
WARLOCK,Amani Berserker,1
PRIEST,Zoobot,1
WARRIOR,Faceless Shambler,1
SHAMAN,Flesheating Ghoul,1
MAGE,Blowgill Sniper,1
SHAMAN,Stormwind Champion,1
MAGE,Flametongue Totem,1
WARLOCK,Warsong Commander,1
ROGUE,Tirion Fordring,1
WARRIOR,Frostwolf Grunt,1
ROGUE,Dire Wolf Alpha,1
WARRIOR,Succubus,1
SHAMAN,Nightbane Templar,1
WARRIOR,Kobold Geomancer,1
SHAMAN,Kabal Courier,1
DRUID,Dreadsteed,1
SHAMAN,Tournament Medic,1
DRUID,Ancient Shade,1
DRUID,Raging Worgen,1
HUNTER,Hungry Crab,1
DRUID,Dalaran Mage,1
HUNTER,Venture Co. Mercenary,1
DRUID,Oasis Snapjaw,1
MAGE,Eternal Sentinel,1
DRUID,Frothing Berserker,1
MAGE,Klaxxi Amber-Weaver,1
HUNTER,Midnight Drake,1
PRIEST,"Y'Shaarj, Rage Unbound",1
PALADIN,Oasis Snapjaw,1
PRIEST,Scavenging Hyena,1
PALADIN,Gadgetzan Jouster,1
SHAMAN,Museum Curator,1
PALADIN,Bloodfen Raptor,1
WARRIOR,Eater of Secrets,1
PRIEST,Savage Combatant,1
WARRIOR,Wickerflame Burnbristle,1
PRIEST,Tuskarr Totemic,1
DRUID,Dragonling Mechanic,1
SHAMAN,Orgrimmar Aspirant,1
DRUID,Silverback Patriarch,1
SHAMAN,Fel Orc Soulfiend,1
HUNTER,Frog,1
SHAMAN,Fallen Hero,1
HUNTER,Sunwalker,1
WARLOCK,Pantry Spider,1
HUNTER,Valeera Sanguinar,1
WARRIOR,Demolisher,1
PALADIN,Bloodsail Cultist,1
WARRIOR,Evolved Kobold,1
PALADIN,Blackwater Pirate,1
WARRIOR,Youthful Brewmaster,1
PRIEST,Archmage,1
WARRIOR,Crystalweaver,1
ROGUE,Armored Warhorse,1
DRUID,Garrosh Hellscream,1
ROGUE,Anomalus,1
HUNTER,King Krush,1
SHAMAN,Lorewalker Cho,1
HUNTER,Lord of the Arena,1
SHAMAN,War Golem,1
PALADIN,Corrupted Healbot,1
WARRIOR,Injured Blademaster,1
PRIEST,Fearsome Doomguard,1
WARRIOR,Malygos,1
HUNTER,Silver Hand Recruit,1
WARRIOR,Gurubashi Berserker,1
HUNTER,Mana Tide Totem,1
DRUID,Polluted Hoarder,1
HUNTER,Totem Golem,1
MAGE,Powershot,1
HUNTER,Tentacle of N'Zoth,1
PALADIN,Faceless Shambler,1
PALADIN,Hungry Dragon,1
PALADIN,Drakonid Crusher,1
ROGUE,Selfless Hero,1
ROGUE,Tanaris Hogchopper,1
ROGUE,Hired Gun,1
WARLOCK,Cult Sorcerer,1
WARLOCK,Shadow Rager,1
DRUID,Leeroy Jenkins,1
WARLOCK,Jade Golem,1
HUNTER,Injured Blademaster,1
WARLOCK,Hired Gun,1
HUNTER,Hallazeal the Ascended,1
SHAMAN,Faceless Manipulator,1
PALADIN,Kabal Lackey,1
SHAMAN,Darkscale Healer,1
PALADIN,Sea Giant,1
DRUID,Dragon Consort,1
PRIEST,Pawn,1
HUNTER,"Genzo, the Shark",1
PRIEST,Luckydo Buccaneer,1
PRIEST,Inner Rage,1
PRIEST,Master Jouster,1
PRIEST,Kabal Trafficker,1
PRIEST,Hound,1
ROGUE,Aldor Peacekeeper,1
ROGUE,Pint-Sized Summoner,1
ROGUE,Cloaked Huntress,1
SHAMAN,Oasis Snapjaw,1
SHAMAN,Magnataur Alpha,1
SHAMAN,Shadow Sensei,1
SHAMAN,Questing Adventurer,1
WARLOCK,Midnight Drake,1
WARRIOR,Moroes,1
PALADIN,Fearsome Doomguard,1
WARRIOR,Fallen Hero,1
PRIEST,Fight Promoter,1
DRUID,Searing Totem,1
DRUID,Razorfen Hunter,1
HUNTER,Argent Commander,1
DRUID,Argent Protector,1
MAGE,Druid of the Saber,1
HUNTER,Reckless Rocketeer,1
MAGE,Crystalweaver,1
MAGE,Violet Teacher,1
PRIEST,Blade of C'Thun,1
MAGE,Raging Worgen,1
SHAMAN,Seadevil Stinger,1
PRIEST,Darkspeaker,1
SHAMAN,Frost Elemental,1
PRIEST,Evolved Kobold,1
SHAMAN,Sabertooth Lion,1
DRUID,Argent Watchman,1
WARLOCK,Pit Snake,1
HUNTER,Daring Reporter,1
WARLOCK,N'Zoth's First Mate,1
HUNTER,Brave Archer,1
WARLOCK,Thrallmar Farseer,1
MAGE,Prophet Velen,1
WARLOCK,Kodorider,1
MAGE,Void Crusher,1
WARLOCK,Shattered Sun Cleric,1
PRIEST,Babbling Book,1
WARRIOR,Darkspeaker,1
PRIEST,Knuckles,1
WARRIOR,Grimestreet Protector,1
PRIEST,Dreadsteed,1
DRUID,Cult Apothecary,1
ROGUE,King's Elekk,1
DRUID,Mogor's Champion,1
SHAMAN,Magma Rager,1
DRUID,Servant of Yogg-Saron,1
WARRIOR,Hogger,1
HUNTER,Crazed Worshipper,1
WARRIOR,Stonetusk Boar,1
HUNTER,Mountain Giant,1
WARRIOR,Druid of the Claw,1
